ID	gene
"comp19010_c0_seq4_m.32882"	"prp16_arath ame: full=pre-mrna-splicing factor atp-dependent rna helicase deah7 ame: full=deah rna helicase homolog prp16 ame: full=protein clumsy vein ame: full=protein embryo defective 3011 ame: full=protein psr1-interacting protein 1"
"comp19010_c0_seq4_m.32883"	"prp16_arath ame: full=pre-mrna-splicing factor atp-dependent rna helicase deah7 ame: full=deah rna helicase homolog prp16 ame: full=protein clumsy vein ame: full=protein embryo defective 3011 ame: full=protein psr1-interacting protein 1"
"comp19010_c0_seq4_m.32884"	"prp16_arath ame: full=pre-mrna-splicing factor atp-dependent rna helicase deah7 ame: full=deah rna helicase homolog prp16 ame: full=protein clumsy vein ame: full=protein embryo defective 3011 ame: full=protein psr1-interacting protein 1"
"comp19012_c0_seq1_m.23910"	"smc4_arath ame: full=structural maintenance of chromosomes protein 4 short= 4 short=smc protein 4 short=smc-4 ame: full=chromosome-associated protein c short= -c"
"comp19013_c0_seq10_m.25914"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq13_m.25915"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq1_m.25901"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq1_m.25902"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq2_m.25903"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq2_m.25904"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq3_m.25905"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq3_m.25906"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq4_m.25907"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq4_m.25908"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq5_m.25911"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq6_m.25909"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq6_m.25910"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq7_m.25912"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19013_c0_seq8_m.25913"	"msl10_arath ame: full=mechanosensitive ion channel protein 10 ame: full=mechanosensitive channel of small conductance-like 10 ame: full= -like protein 10 short= 10"
"comp19014_c0_seq10_m.22261"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq11_m.22264"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq16_m.22270"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq17_m.22272"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq1_m.22240"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq20_m.22276"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq21_m.22278"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq23_m.22281"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq27_m.22286"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq2_m.22234"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq33_m.22288"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq3_m.22243"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq41_m.22289"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq4_m.22237"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq5_m.22246"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq6_m.22249"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq7_m.22252"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq8_m.22255"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19014_c0_seq9_m.22258"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19015_c0_seq1_m.35248"	"pme28_arath ame: full= pectinesterase pectinesterase inhibitor 28 includes: ame: full=pectinesterase inhibitor 28 ame: full=pectin methylesterase inhibitor 28 includes: ame: full=pectinesterase 28 short=pe 28 ame: full=pectin methylesterase 28 short= 28"
"comp19015_c0_seq1_m.35249"	"ibr3_arath ame: full=probable acyl- dehydrogenase ibr3 ame: full=protein indole-3-butyric acid response 3"
"comp19015_c0_seq1_m.35250"	"ibr3_arath ame: full=probable acyl- dehydrogenase ibr3 ame: full=protein indole-3-butyric acid response 3"
"comp19015_c0_seq1_m.35251"	"ibr3_arath ame: full=probable acyl- dehydrogenase ibr3 ame: full=protein indole-3-butyric acid response 3"
"comp19015_c0_seq3_m.35252"	"ibr3_arath ame: full=probable acyl- dehydrogenase ibr3 ame: full=protein indole-3-butyric acid response 3"
"comp19015_c0_seq3_m.35253"	"ibr3_arath ame: full=probable acyl- dehydrogenase ibr3 ame: full=protein indole-3-butyric acid response 3"
"comp19015_c0_seq3_m.35254"	"ibr3_arath ame: full=probable acyl- dehydrogenase ibr3 ame: full=protein indole-3-butyric acid response 3"
"comp19015_c0_seq4_m.35255"	"pme28_arath ame: full= pectinesterase pectinesterase inhibitor 28 includes: ame: full=pectinesterase inhibitor 28 ame: full=pectin methylesterase inhibitor 28 includes: ame: full=pectinesterase 28 short=pe 28 ame: full=pectin methylesterase 28 short= 28"
"comp19015_c0_seq5_m.35256"	"ibr3_arath ame: full=probable acyl- dehydrogenase ibr3 ame: full=protein indole-3-butyric acid response 3"
"comp19016_c0_seq1_m.19077"	"hnrpq_rat ame: full=heterogeneous nuclear ribonucleoprotein q short=hnrnp q ame: full=liver regeneration-related protein lrrg077 ame: full=synaptotagmin- cytoplasmic rna-interacting protein"
"comp19016_c0_seq2_m.19082"	"hnrpq_rat ame: full=heterogeneous nuclear ribonucleoprotein q short=hnrnp q ame: full=liver regeneration-related protein lrrg077 ame: full=synaptotagmin- cytoplasmic rna-interacting protein"
"comp19016_c0_seq3_m.19087"	"hnrpq_rat ame: full=heterogeneous nuclear ribonucleoprotein q short=hnrnp q ame: full=liver regeneration-related protein lrrg077 ame: full=synaptotagmin- cytoplasmic rna-interacting protein"
"comp19016_c0_seq4_m.19091"	"hnrpq_rat ame: full=heterogeneous nuclear ribonucleoprotein q short=hnrnp q ame: full=liver regeneration-related protein lrrg077 ame: full=synaptotagmin- cytoplasmic rna-interacting protein"
"comp19017_c0_seq1_m.25621"	"fab1c_arath ame: full= 1-phosphatidylinositol-3-phosphate 5-kinase fab1c short=phosphatidylinositol 3-phosphate 5-kinase ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1c"
"comp19018_c0_seq1_m.10440"	"suvr5_arath ame: full=histone-lysine n-methyltransferase suvr5 ame: full=c2h2 zinc finger-set histone methyltransferase short=protein c2h2 set ame: full=protein set domain group 6 ame: full=suppressor of variegation 3-9-related protein 5 short=su 3-9-related protein 5"
"comp19019_c0_seq1_m.10441"	"ein2_arath ame: full=ethylene-insensitive protein 2 short= 2 short=ein-2 ame: full=cytokinin-resistant protein 1 ame: full=protein oresara 3 contains: ame: full=ein2-cend ame: full=ein2c"
"comp19019_c0_seq1_m.10442"	"ein2_arath ame: full=ethylene-insensitive protein 2 short= 2 short=ein-2 ame: full=cytokinin-resistant protein 1 ame: full=protein oresara 3 contains: ame: full=ein2-cend ame: full=ein2c"
"comp19019_c0_seq1_m.10443"	"ein2_arath ame: full=ethylene-insensitive protein 2 short= 2 short=ein-2 ame: full=cytokinin-resistant protein 1 ame: full=protein oresara 3 contains: ame: full=ein2-cend ame: full=ein2c"
"comp19020_c0_seq2_m.18092"	"ab10c_arath ame: full=abc transporter c family member 10 short=abc transporter short= 10 ame: full=atp-energized glutathione s-conjugate pump 14 ame: full=glutathione s-conjugate-transporting atpase 14 ame: full=multidrug resistance-associated protein 14"
"comp19021_c0_seq10_m.36897"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq10_m.36898"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq11_m.36880"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq11_m.36881"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq12_m.36882"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq12_m.36883"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq17_m.36884"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq17_m.36886"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq9_m.36895"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19021_c0_seq9_m.36896"	"mos1_arath ame: full=protein modifier of snc1 1 ame: full=modifier of 1"
"comp19022_c0_seq38_m.38444"	"2a5a_arath ame: full=serine threonine protein phosphatase 2a 57 kda regulatory subunit b alpha isoform short= alpha short= b alpha isoform"
"comp19022_c1_seq1_m.38478"	"2a5b_arath ame: full=serine threonine protein phosphatase 2a 57 kda regulatory subunit b beta isoform short= beta short= b beta isoform"
"comp19022_c1_seq1_m.38479"	"2a5b_arath ame: full=serine threonine protein phosphatase 2a 57 kda regulatory subunit b beta isoform short= beta short= b beta isoform"
"comp19023_c0_seq1_m.19162"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq1_m.19163"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq2_m.19164"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq3_m.19165"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq3_m.19166"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq3_m.19167"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq4_m.19168"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq4_m.19169"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq5_m.19170"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq5_m.19171"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq5_m.19172"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq6_m.19173"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19023_c0_seq6_m.19174"	"glr32_arath ame: full=glutamate receptor short= lur2 ame: full=ligand-gated ion channel flags: precursor"
"comp19024_c0_seq14_m.31370"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq14_m.31374"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq2_m.31354"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq2_m.31355"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq2_m.31359"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq5_m.31360"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq5_m.31361"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq5_m.31363"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq6_m.31364"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq6_m.31365"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19024_c0_seq6_m.31368"	"uvh3_arath ame: full=dna repair protein uvh3 ame: full=ercc5 homolog ame: full=rad2 homolog short= 2 short= 3 short= ame: full=uv hypersensitive protein 3 ame: full=xpg homolog"
"comp19025_c0_seq1_m.34234"	"ltn1_arath ame: full=e3 ubiquitin-protein ligase listerin ame: full=ring-type e3 ubiquitin transferase listerin"
"comp19025_c0_seq1_m.34235"	"ltn1_arath ame: full=e3 ubiquitin-protein ligase listerin ame: full=ring-type e3 ubiquitin transferase listerin"
"comp19025_c0_seq1_m.34236"	"ltn1_arath ame: full=e3 ubiquitin-protein ligase listerin ame: full=ring-type e3 ubiquitin transferase listerin"
"comp19025_c0_seq1_m.34238"	"ltn1_arath ame: full=e3 ubiquitin-protein ligase listerin ame: full=ring-type e3 ubiquitin transferase listerin"
"comp19026_c0_seq11_m.18297"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq17_m.18298"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq1_m.18288"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq1_m.18289"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq1_m.18290"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq22_m.18299"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq22_m.18300"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq23_m.18301"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq23_m.18302"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq3_m.18291"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq3_m.18292"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq3_m.18293"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq5_m.18294"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq7_m.18295"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19026_c0_seq9_m.18296"	"jmj25_arath ame: full=lysine-specific demethylase jmj25 ame: full=jumonji domain-containing protein 25 ame: full=lysine-specific histone demethylase jmj25 ame: full=protein increase in bonsai methylation 1 ame: full=protein jumonji 25"
"comp19027_c0_seq1_m.36265"	"upl3_arath ame: full=e3 ubiquitin-protein ligase upl3 short=ubiquitin-protein ligase 3 ame: full=hect ubiquitin-protein ligase 3 ame: full=hect-type e3 ubiquitin transferase upl3 ame: full=protein kaktus"
"comp19027_c0_seq1_m.36266"	"upl3_arath ame: full=e3 ubiquitin-protein ligase upl3 short=ubiquitin-protein ligase 3 ame: full=hect ubiquitin-protein ligase 3 ame: full=hect-type e3 ubiquitin transferase upl3 ame: full=protein kaktus"
"comp19027_c0_seq2_m.36267"	"upl3_arath ame: full=e3 ubiquitin-protein ligase upl3 short=ubiquitin-protein ligase 3 ame: full=hect ubiquitin-protein ligase 3 ame: full=hect-type e3 ubiquitin transferase upl3 ame: full=protein kaktus"
"comp19027_c0_seq2_m.36268"	"upl3_arath ame: full=e3 ubiquitin-protein ligase upl3 short=ubiquitin-protein ligase 3 ame: full=hect ubiquitin-protein ligase 3 ame: full=hect-type e3 ubiquitin transferase upl3 ame: full=protein kaktus"
"comp19028_c1_seq1_m.25089"	"drl27_arath ame: full=disease resistance protein at4g27190"
"comp19028_c1_seq4_m.25094"	"drl19_arath ame: full= disease resistance protein at1g63350"
"comp19028_c1_seq6_m.25095"	"drl28_arath ame: full=probable disease resistance protein at4g27220"
"comp19029_c0_seq1_m.34646"	"md15a_arath ame: full=mediator of rna polymerase ii transcription subunit 15a"
"comp19029_c0_seq2_m.34647"	"md15a_arath ame: full=mediator of rna polymerase ii transcription subunit 15a"
"comp19030_c0_seq1_m.18433"	"nua_arath ame: full=nuclear-pore anchor ame: full=protein translocated promoter region short="
"comp19030_c0_seq1_m.18434"	"nua_arath ame: full=nuclear-pore anchor ame: full=protein translocated promoter region short="
"comp19030_c0_seq2_m.18435"	"nua_arath ame: full=nuclear-pore anchor ame: full=protein translocated promoter region short="
"comp19032_c0_seq1_m.10444"	"spt61_arath ame: full=transcription elongation factor spt6 homolog short= 6"
"comp19032_c0_seq1_m.10446"	"spt61_arath ame: full=transcription elongation factor spt6 homolog short= 6"
"comp19033_c0_seq1_m.27159"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq1_m.27160"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq2_m.27161"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq2_m.27162"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq2_m.27163"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq3_m.27164"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq3_m.27165"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq4_m.27166"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq4_m.27167"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq4_m.27168"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq5_m.27169"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19033_c0_seq6_m.27170"	"lox21_soltu ame: full=linoleate 13s-lipoxygenase 2- chloroplastic ame: full=lipoxygenase 2-1 flags: precursor"
"comp19034_c0_seq10_m.22366"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq10_m.22367"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq10_m.22368"	"ros1_arath ame: full=protein ros1 ame: full=demeter-like protein 1 ame: full=repressor of silencing 1"
"comp19034_c0_seq11_m.22369"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq11_m.22371"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq11_m.22372"	"ros1_arath ame: full=protein ros1 ame: full=demeter-like protein 1 ame: full=repressor of silencing 1"
"comp19034_c0_seq12_m.22373"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq12_m.22375"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq12_m.22376"	"ros1_arath ame: full=protein ros1 ame: full=demeter-like protein 1 ame: full=repressor of silencing 1"
"comp19034_c0_seq15_m.22377"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq16_m.22379"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq19_m.22382"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
"comp19034_c0_seq1_m.22313"	"dme_arath ame: full=transcriptional activator demeter ame: full=dna glycosylase-related protein dme"
