Transcript	meanFST	WeightFST	Transcript2	Scaffold	Start	End	Length	Sex.Linkage	LG	cm_male	cf_female
comp25729_c0_seq1_m.10954	 -0.01028	 -0.024327	comp25729_c0_seq1_m.10954	scaffold1091_1_size39263	26871	29877	3006	Au	2	37.94	28
comp8663_c0_seq1_m.3608	 -0.022283	 -0.027673	comp8663_c0_seq1_m.3608	scaffold_2379	847	3698	2851	Au	5	13.04	13.4
comp7282_c0_seq1_m.2836	 -0.023154	 -0.02783	comp7282_c0_seq1_m.2836	scaffold28750_1_size2627	1886	2383	497	Au	2	49.06	48.37
comp6756_c0_seq1_m.2522	 -0.011524	 -0.022955	comp6756_c0_seq1_m.2522	scaffold_2251	5453	8432	2979	SL	1	53.85	61.26
comp10261_c0_seq1_m.32815	 -0.015392	 -0.022749	comp10261_c0_seq1_m.32815	scaffold4193_1_size18511	2782	3526	744	Au	6	33.63	37.11
comp12992_c0_seq1_m.23610	 0.0039973	 0.0039973	comp12992_c0_seq1_m.23610	scaffold13421_1_size7116	459	1066	607	Au	8	58.48	59.55
comp14847_c0_seq1_m.18136	 -0.026316	 -0.026316	comp14847_c0_seq1_m.18136	scaffold2002_1_size29008	27025	28224	1199	Au	5	46.37	30.07
comp15276_c0_seq1_m.8186	 -0.02529	 -0.02529	comp15276_c0_seq1_m.8186	scaffold10628_1_size8736	1530	2548	1018	PAR	1	46.44	39.04
comp6692_c0_seq1_m.26755	 -0.010029	 -0.016728	comp6692_c0_seq1_m.26755	scaffold_536	46	1657	1611	PAR	1	7.55	7.48
comp12209_c0_seq1_m.6000	 -0.015879	 -0.016909	comp12209_c0_seq1_m.6000	scaffold11200_1_size8274	5645	8274	2629	Au	4	61.34	61.56
comp12916_c0_seq1_m.6526	 -0.027068	 -0.0268	comp12916_c0_seq1_m.6526	scaffold298_1_size65935	30629	30976	347	Au	6	61.41	59.34
comp169718_c0_seq1_m.14407	 -0.017218	 -0.017544	comp169718_c0_seq1_m.14407	scaffold1381_1_size35162	6395	6923	528	Au	8	21.44	16.95
comp87568_c0_seq1_m.12507	 -0.021367	 -0.024342	comp87568_c0_seq1_m.12507	scaffold157_1_size81099	24273	24575	302	Au	6	26.22	24.15
comp6733_c0_seq1_m.2502	 -0.0083356	 -0.015311	comp6733_c0_seq1_m.2502	scaffold236_1_size71612	52410	54204	1794	Au	5	55.63	52.3
comp9811_c0_seq1_m.4369	 -0.011273	 -0.01358	comp9811_c0_seq1_m.4369	scaffold_3968	16924	23632	6708	Au	4	39.11	37.48
comp16963_c0_seq1_m.21565	 0.0013388	 0.00074129	comp16963_c0_seq1_m.21565	scaffold37498_1_size1985	37	1497	1460	Au	4	61.34	68.97
comp85783_c0_seq1_m.12483	 -0.0050368	 -0.00082724	comp85783_c0_seq1_m.12483	scaffold584_1_size51405	4596	6505	1909	PAR	1	68.67	72.37
comp15305_c0_seq1_m.25754	 -0.0080655	 -0.0093571	comp15305_c0_seq1_m.25754	scaffold_1851	412	5411	4999	Au	6	16.96	11.18
comp70293_c0_seq1_m.12032	 -0.028152	 -0.028152	comp70293_c0_seq1_m.12032	scaffold_1960	62724	63561	837	PAR	1	77.93	77.93
comp12359_c0_seq1_m.6106	 0.010148	 0.012367	comp12359_c0_seq1_m.6106	scaffold10722_1_size8642	224	1029	805	Au	2	28.68	15.04
comp18021_c0_seq1_m.9881	 -0.014525	 -0.017048	comp18021_c0_seq1_m.9881	scaffold_3827	11	26983	26972	Au	5	63.04	61.56
comp9932_c0_seq1_m.4444	 0.0098898	 0.036323	comp9932_c0_seq1_m.4444	scaffold5880_1_size14598	5803	9501	3698	PAR	1	52	46.44
comp13145_c0_seq1_m.6688	 0.0094253	 0.014186	comp13145_c0_seq1_m.6688	scaffold10710_1_size8653	5285	8566	3281	Au	5	63.04	61.56
comp10199_c0_seq1_m.24243	 -0.020669	 -0.02446	comp10199_c0_seq1_m.24243	scaffold1196_1_size37611	26560	30213	3653	Au	5	55.63	56
comp15765_c0_seq3_m.34192	 -0.004359	 -0.0069745	comp15765_c0_seq3_m.34192	scaffold_2082	7311	30171	22860	Au	3	42.67	61.57
comp7706_c0_seq1_m.33909	 0.0062714	 0.015361	comp7706_c0_seq1_m.33909	scaffold22_1_size146620	15054	17123	2069	Au	3	100.37	102.31
comp13867_c0_seq1_m.29195	 -nan	 -nan	comp13867_c0_seq1_m.29195	scaffold783_1_size45523	5594	8809	3215	Au	8	64.03	63.26
comp9177_c0_seq1_m.3956	 -0.010826	 -0.024182	comp9177_c0_seq1_m.3956	scaffold2263_1_size27015	10543	15832	5289	Au	3	79.71	94.91
comp95789_c0_seq1_m.12745	 -0.0031348	 -0.0077519	comp95789_c0_seq1_m.12745	scaffold_1846	61393	62789	1396	PAR	1	7.55	7.48
comp6000_c0_seq1_m.2068	 -0.010954	 -0.01395	comp6000_c0_seq1_m.2068	scaffold412_1_size58248	15617	19843	4226	Au	8	60.33	63.26
comp10959_c0_seq1_m.5143	 -0.022149	 -0.029949	comp10959_c0_seq1_m.5143	scaffold3181_1_size22216	9465	19324	9859	Au	7	46.3	76.46
comp196098_c0_seq1_m.14608	 -0.025251	 -0.025251	comp196098_c0_seq1_m.14608	scaffold1126_1_size38769	18179	18712	533	Au	5	18.59	17.11
comp6371_c0_seq1_m.2287	 -0.020541	 -0.024554	comp6371_c0_seq1_m.2287	scaffold_681	4162	39668	35506	PAR	1	40.89	26
comp5512_c0_seq1_m.1880	 -0.013738	 -0.024253	comp5512_c0_seq1_m.1880	scaffold38283_1_size1941	508	909	401	PAR	1	79.78	77.93
comp5613_c0_seq1_m.1930	 -0.013143	 -0.010481	comp5613_c0_seq1_m.1930	scaffold_1543	19090	19590	500	Au	2	19.42	11.33
comp14253_c0_seq3_m.23793	 -0.0057816	 -0.00045551	comp14253_c0_seq3_m.23793	scaffold_4059	32783	36676	3893	PAR	1	50.15	42.74
comp27613_c0_seq1_m.11028	 0.007305	 0.0084245	comp27613_c0_seq1_m.11028	scaffold_1725	72138	80212	8074	Au	6	24.37	16.74
comp12036_c0_seq1_m.5875	 -0.02471	 -0.026135	comp12036_c0_seq1_m.5875	scaffold_2383	3962	7099	3137	Au	2	69.43	87.27
comp12628_c0_seq1_m.6308	 -0.015265	 -0.012403	comp12628_c0_seq1_m.6308	scaffold7748_1_size11858	2036	3773	1737	Au	5	29.7	20.81
comp10974_c0_seq1_m.5158	 -0.019705	 -0.03083	comp10974_c0_seq1_m.5158	scaffold_1268	18273	19153	880	Au	5	70.45	65.26
comp13994_c0_seq1_m.7258	 -0.002195	 0.0085205	comp13994_c0_seq1_m.7258	scaffold_906	786	3983	3197	Au	8	21.44	16.95
comp4893_c0_seq1_m.1527	 -0.022509	 -0.026831	comp4893_c0_seq1_m.1527	scaffold340_1_size62461	15465	17556	2091	Au	5	55.63	50.44
comp10958_c0_seq1_m.5142	 0.00050268	 -0.00048884	comp10958_c0_seq1_m.5142	scaffold4897_1_size16705	5977	7437	1460	SL	1	53.85	57.56
comp15271_c0_seq1_m.18170	 -0.015468	 -0.028042	comp15271_c0_seq1_m.18170	scaffold3300_1_size21774	1077	9540	8463	Au	3	53.78	68.98
comp16034_c0_seq1_m.8683	 -nan	 -nan	comp16034_c0_seq1_m.8683	scaffold7162_1_size12524	989	10514	9525	Au	3	79.71	93.05
comp4577_c0_seq1_m.1256	 -nan	 -nan	comp4577_c0_seq1_m.1256	scaffold_4187	3617	4298	681	Au	3	77.86	89.35
comp13161_c0_seq1_m.19337	 0.0049973	 0.0076994	comp13161_c0_seq1_m.19337	scaffold1608_1_size32493	17089	18913	1824	Au	6	26.22	24.15
comp16339_c0_seq1_m.8876	 -0.024824	 -0.022334	comp16339_c0_seq1_m.8876	scaffold73505_1_size1046	93	967	874	PAR	1	100.15	83.49
comp12665_c0_seq2_m.23174	 -0.003415	 0.0015652	comp12665_c0_seq2_m.23174	scaffold1769_1_size30931	1805	11021	9216	PAR	1	70.52	72.37
comp15681_c0_seq1_m.8471	 -0.01677	 -0.024043	comp15681_c0_seq1_m.8471	scaffold2084_1_size28305	18539	22089	3550	Au	3	63.04	81.94
comp17509_c0_seq1_m.9611	 -0.01716	 -0.011069	comp17509_c0_seq1_m.9611	scaffold6105_1_size14168	10653	11760	1107	SL	1	53.85	53.85
comp6308_c0_seq1_m.2236	 -0.0047196	 1.1201e-05	comp6308_c0_seq1_m.2236	scaffold18353_1_size5634	524	1031	507	Au	5	55.63	44.89
comp4698_c0_seq1_m.1378	 -0.023687	 -0.030235	comp4698_c0_seq1_m.1378	scaffold_2981	50808	51272	464	Au	6	26.22	18.59
comp18227_c0_seq1_m.35301	 -0.034404	 -0.034404	comp18227_c0_seq1_m.35301	scaffold_2256	1	8263	8262	Au	3	42.67	57.86
comp16460_c0_seq1_m.8959	 -0.022448	 -0.032984	comp16460_c0_seq1_m.8959	scaffold9003_1_size10554	4666	5780	1114	Au	2	60.17	68.75
comp165627_c0_seq1_m.14289	 -0.015509	 -0.025414	comp165627_c0_seq1_m.14289	scaffold_799	10180	11048	868	Au	8	21.44	22.51
comp4487_c0_seq1_m.1188	 -nan	 -nan	comp4487_c0_seq1_m.1188	scaffold814_1_size45019	39634	42546	2912	Au	3	87.12	102.31
comp8300_c0_seq1_m.3408	 -0.022684	 -0.028086	comp8300_c0_seq1_m.3408	scaffold17747_1_size5831	885	1340	455	Au	7	27.78	39.42
comp9453_c0_seq1_m.4148	 0.0016222	 -0.0095446	comp9453_c0_seq1_m.4148	scaffold30765_1_size2436	1066	2022	956	Au	3	37.11	39.34
comp102_c0_seq1_m.22	 -0.012716	 -0.014238	comp102_c0_seq1_m.22	scaffold_1895	133	5929	5796	Au	8	21.44	20.66
comp41875_c0_seq1_m.11371	 -0.01386	 -0.025894	comp41875_c0_seq1_m.11371	scaffold2981_1_size23063	7192	12508	5316	Au	8	41.81	37.33
comp179976_c0_seq1_m.14533	 0.062049	 0.061348	comp179976_c0_seq1_m.14533	scaffold_2737	3785	4653	868	PAR	1	98.3	83.49
comp12899_c0_seq1_m.20954	 -0.025132	 -0.029196	comp12899_c0_seq1_m.20954	scaffold_4150	15555	17728	2173	Au	5	55.63	59.7
comp9868_c0_seq1_m.4395	 -0.00048057	 -0.014092	comp9868_c0_seq1_m.4395	scaffold24451_1_size3234	2415	2974	559	Au	3	81.56	98.61
comp9437_c0_seq1_m.4137	 -0.012756	 -0.019235	comp9437_c0_seq1_m.4137	scaffold3554_1_size20746	6868	7167	299	PAR	1	35.33	18.59
comp18763_c0_seq10_m.27942	 -0.0071646	 -0.0044929	comp18763_c0_seq10_m.27942	scaffold2668_1_size24666	13258	13719	461	Au	7	51.86	80.16
comp81256_c0_seq1_m.12353	 -0.023593	 -0.023593	comp81256_c0_seq1_m.12353	scaffold2396_1_size26178	21265	22526	1261	Au	7	31.49	43.12
comp8849_c0_seq1_m.3749	 -0.0082472	 -0.0037096	comp8849_c0_seq1_m.3749	scaffold2508_1_size25541	18646	19040	394	Au	8	41.81	39.18
comp14654_c0_seq1_m.30780	 -0.021953	 -0.026686	comp14654_c0_seq1_m.30780	scaffold23682_1_size3388	1028	2885	1857	Au	2	67.58	78.01
comp15272_c0_seq2_m.31145	 -0.0078947	 -0.0078947	comp15272_c0_seq2_m.31145	scaffold_3685	6232	8888	2656	SL	1	53.85	48.3
comp13565_c0_seq1_m.36691	 -0.0068348	 -0.0082342	comp13565_c0_seq1_m.36691	scaffold_2768	497	18504	18007	Au	2	71.28	89.12
comp181_c0_seq1_m.41	 -0.013136	 -0.016417	comp181_c0_seq1_m.41	scaffold_52	4253	4717	464	SL	1	53.85	59.41
comp8696_c0_seq1_m.3634	 -0.0092577	 -0.0079775	comp8696_c0_seq1_m.3634	scaffold_3800	3298	6102	2804	Au	8	39.96	37.33
comp17801_c0_seq1_m.9771	 -0.016649	 -0.02829	comp17801_c0_seq1_m.9771	scaffold1315_1_size35961	14666	15967	1301	Au	3	42.67	57.86
comp53272_c0_seq1_m.11634	 0.077905	 0.10975	comp53272_c0_seq1_m.11634	scaffold_113	8702	11938	3236	Au	4	5.78	18.96
comp11297_c0_seq1_m.5347	 -0.0072834	 -0.017061	comp11297_c0_seq1_m.5347	scaffold_1456	11770	24778	13008	SL	1	53.85	61.26
comp5548_c0_seq1_m.1902	 0.007534	 0.013022	comp5548_c0_seq1_m.1902	scaffold8461_1_size11096	158	1584	1426	SL	1	53.85	63.11
comp13428_c0_seq1_m.6892	 -0.0045113	 -0.0053981	comp13428_c0_seq1_m.6892	scaffold66170_1_size1155	331	1155	824	Au	6	72.52	70.45
comp9456_c0_seq1_m.4151	 -0.0070314	 -0.0085804	comp9456_c0_seq1_m.4151	scaffold_569	621	3219	2598	SL	1	53.85	63.11
comp16052_c0_seq1_m.8705	 -0.0022646	 0.0072696	comp16052_c0_seq1_m.8705	scaffold_2771	27	834	807	Au	2	69.43	87.27
comp18167_c2_seq2_m.27815	 -0.0056376	 -0.0067351	comp18167_c2_seq2_m.27815	scaffold_1547	377	62324	61947	Au	2	69.43	87.27
comp7827_c0_seq1_m.3167	 -0.01516	 -0.022636	comp7827_c0_seq1_m.3167	scaffold728_1_size46840	12158	16197	4039	PAR	1	64.96	70.52
comp16714_c1_seq2_m.38875	 -0.01542	 -0.019135	comp16714_c1_seq2_m.38875	scaffold_3419	6179	34610	28431	Au	2	49.06	48.37
comp12012_c0_seq1_m.5858	 -nan	 -nan	comp12012_c0_seq1_m.5858	scaffold_3048	1599	3153	1554	Au	5	55.63	56
comp10282_c0_seq1_m.37420	 0.014752	 0.035384	comp10282_c0_seq1_m.37420	scaffold_697	1650	16717	15067	Au	2	49.06	40.96
comp270508_c0_seq1_m.15132	 -0.014084	 -0.013993	comp270508_c0_seq1_m.15132	scaffold_305	14534	14830	296	Au	6	61.41	57.49
comp4532_c0_seq1_m.1220	 -0.0020385	 0.0058091	comp4532_c0_seq1_m.1220	scaffold30538_1_size2455	460	1506	1046	Au	2	71.28	90.97
comp13311_c0_seq1_m.35317	 -0.024402	 -0.023652	comp13311_c0_seq1_m.35317	scaffold_370	678	22049	21371	Au	2	50.91	57.63
comp20668_c0_seq1_m.10668	 -0.025963	 -0.030938	comp20668_c0_seq1_m.10668	scaffold_571	8084	11322	3238	Au	5	44.52	28.22
comp17341_c0_seq1_m.31087	 -0.014223	 -0.016016	comp17341_c0_seq1_m.31087	scaffold231_1_size72122	10954	13697	2743	Au	6	48.44	55.63
comp11385_c0_seq1_m.5407	 -0.0015217	 0.0013242	comp11385_c0_seq1_m.5407	scaffold_2227	827	40937	40110	PAR	1	76.08	77.93
comp18972_c0_seq1_m.10424	 -0.018537	 -0.024759	comp18972_c0_seq1_m.10424	scaffold_1018	751	25091	24340	PAR	1	79.78	79.78
comp9511_c0_seq1_m.4180	 -0.012572	 -0.022381	comp9511_c0_seq1_m.4180	scaffold2444_1_size25919	13846	14227	381	Au	2	60.17	68.75
comp14724_c0_seq1_m.7785	 -nan	 -nan	comp14724_c0_seq1_m.7785	scaffold1760_1_size30978	14685	17902	3217	Au	2	69.43	87.27
comp9941_c0_seq1_m.4450	 -0.0062791	 -0.016116	comp9941_c0_seq1_m.4450	scaffold13576_1_size7053	688	1689	1001	Au	4	39.11	35.63
comp53251_c0_seq1_m.11632	 -0.00081811	 -0.00081811	comp53251_c0_seq1_m.11632	scaffold4344_1_size18094	10256	14149	3893	Au	2	71.28	90.97
comp102343_c0_seq1_m.12891	 -0.0014426	 -0.0060397	comp102343_c0_seq1_m.12891	scaffold_3917	20801	21818	1017	Au	2	69.43	87.27
comp16729_c0_seq1_m.28416	 -0.022564	 -0.029286	comp16729_c0_seq1_m.28416	scaffold1779_1_size30840	21662	26422	4760	Au	3	85.27	98.61
comp11797_c0_seq1_m.5707	 -0.010686	 -0.01969	comp11797_c0_seq1_m.5707	scaffold_2565	448	23345	22897	Au	3	5.63	18.97
comp22273_c0_seq1_m.10772	 -0.016743	 -0.022829	comp22273_c0_seq1_m.10772	scaffold_3584	355	42266	41911	Au	5	13.04	15.26
comp10300_c0_seq1_m.38524	 -0.037311	 -0.039117	comp10300_c0_seq1_m.38524	scaffold_3508	9496	11526	2030	Au	8	64.03	68.81
comp200458_c0_seq1_m.14649	 -0.012217	 -0.020734	comp200458_c0_seq1_m.14649	scaffold741_1_size46625	3333	3782	449	Au	3	79.71	91.2
comp136981_c0_seq1_m.13759	 -0.010796	 -0.013909	comp136981_c0_seq1_m.13759	scaffold2081_1_size28317	12956	13680	724	Au	2	37.94	28
comp50215_c0_seq1_m.16074	 -0.010918	 -0.013796	comp50215_c0_seq1_m.16074	scaffold3022_1_size22924	1997	2674	677	Au	8	21.44	16.95
comp13130_c0_seq1_m.6675	 -0.012876	 -0.014555	comp13130_c0_seq1_m.6675	scaffold4274_1_size18291	4825	7410	2585	Au	7	35.19	56.08
comp10361_c0_seq1_m.4724	 0.011266	 0.012865	comp10361_c0_seq1_m.4724	scaffold3068_1_size22695	12700	15902	3202	Au	5	29.7	20.81
comp12677_c0_seq1_m.6351	 -0.021325	 -0.02366	comp12677_c0_seq1_m.6351	scaffold_2002	150	4355	4205	Au	2	47.2	35.41
comp19222_c0_seq1_m.10490	 -0.00082237	 -0.015038	comp19222_c0_seq1_m.10490	scaffold_2084	49207	51192	1985	Au	6	26.22	24.15
comp16688_c0_seq1_m.20684	 1.1276e-16	 1.1276e-16	comp16688_c0_seq1_m.20684	scaffold_3985	7834	8295	461	Au	5	53.78	41.18
comp4679_c0_seq1_m.1369	 -0.019672	 -0.021303	comp4679_c0_seq1_m.1369	scaffold517_1_size53686	21629	21940	311	Au	2	71.28	90.97
comp6639_c0_seq1_m.2444	 -0.0032259	 -0.0090036	comp6639_c0_seq1_m.2444	scaffold1052_1_size39912	31231	32437	1206	Au	4	28	33.78
comp9358_c0_seq1_m.21437	 -0.01683	 -0.017571	comp9358_c0_seq1_m.21437	scaffold_169	57	42142	42085	PAR	1	46.44	29.7
comp15490_c0_seq1_m.15751	 -0.0075099	 -0.011399	comp15490_c0_seq1_m.15751	scaffold4697_1_size17182	2878	7437	4559	Au	2	26.83	15.04
comp15495_c0_seq1_m.8333	 0.0092975	 0.013472	comp15495_c0_seq1_m.8333	scaffold16932_1_size6047	484	2902	2418	Au	8	58.48	61.4
comp16631_c1_seq1_m.19269	 -nan	 -nan	comp16631_c1_seq1_m.19269	scaffold_464	28854	29195	341	Au	3	46.37	65.27
comp12624_c0_seq1_m.36832	 -0.0019211	 -0.014707	comp12624_c0_seq1_m.36832	scaffold_3901	5779	11081	5302	SL	1	53.85	52
comp13176_c0_seq1_m.6709	 -0.025368	 -0.029485	comp13176_c0_seq1_m.6709	scaffold_366	5755	7390	1635	PAR	1	59.41	68.67
comp12913_c0_seq1_m.6523	 -0.012211	 -0.01667	comp12913_c0_seq1_m.6523	scaffold_1079	340	18214	17874	Au	3	5.63	13.42
comp6067_c0_seq1_m.2101	 -0.014206	 -0.01932	comp6067_c0_seq1_m.2101	scaffold1313_1_size35979	17087	18982	1895	Au	7	14.82	30.16
comp17123_c0_seq2_m.33246	 -0.013106	 -0.017544	comp17123_c0_seq2_m.33246	scaffold32355_1_size2306	933	2220	1287	Au	6	65.11	59.34
comp11512_c0_seq1_m.5492	 0.0028085	 -0.011061	comp11512_c0_seq1_m.5492	scaffold9165_1_size10383	7470	9824	2354	Au	4	5.78	18.96
comp14803_c0_seq1_m.7829	 0.0033991	 0.015253	comp14803_c0_seq1_m.7829	scaffold52876_1_size1425	177	997	820	PAR	1	103.93	87.19
comp22079_c0_seq1_m.10762	 -0.027598	 -0.033781	comp22079_c0_seq1_m.10762	scaffold_962	12188	12595	407	Au	5	14.89	17.11
comp14076_c0_seq1_m.7319	 -0.018137	 -0.01706	comp14076_c0_seq1_m.7319	scaffold4130_1_size18725	534	6449	5915	Au	3	42.67	56.01
comp12881_c0_seq1_m.6487	 -0.0056269	 -0.0085187	comp12881_c0_seq1_m.6487	scaffold_214	64841	66309	1468	Au	2	37.94	28
comp10284_c0_seq1_m.4675	 -0.013567	 -0.017887	comp10284_c0_seq1_m.4675	scaffold1937_1_size29459	7250	9812	2562	Au	2	50.91	53.93
comp15029_c0_seq1_m.21970	 -0.0040331	 -0.0066887	comp15029_c0_seq1_m.21970	scaffold41_1_size124570	270	6004	5734	Au	2	49.06	42.82
comp8243_c1_seq1_m.24409	 -0.019355	 -0.01906	comp8243_c1_seq1_m.24409	scaffold14095_1_size6875	1163	1624	461	Au	7	7.41	15.34
comp9635_c0_seq2_m.35474	 -0.018178	 -0.01999	comp9635_c0_seq2_m.35474	scaffold3022_1_size22924	15554	16993	1439	Au	8	21.44	16.95
comp11288_c0_seq1_m.5344	 0.0047847	 0.012146	comp11288_c0_seq1_m.5344	scaffold51_1_size116823	6890	17421	10531	Au	4	61.34	68.97
comp18697_c0_seq1_m.10299	 -nan	 -nan	comp18697_c0_seq1_m.10299	scaffold34321_1_size2170	555	1107	552	Au	6	13.26	7.48
comp7078_c0_seq1_m.2717	 -0.0056379	 -0.011168	comp7078_c0_seq1_m.2717	scaffold1887_1_size29895	24599	28737	4138	Au	3	24.15	26.38
comp203611_c0_seq1_m.14732	 -nan	 -nan	comp203611_c0_seq1_m.14732	scaffold_1580	34496	34804	308	Au	3	42.67	57.86
comp11675_c0_seq1_m.17115	 0.0091177	 0.018898	comp11675_c0_seq1_m.17115	scaffold385_1_size60124	25508	31681	6173	Au	5	55.63	57.85
comp6704_c0_seq1_m.2474	 -0.010272	 -0.020227	comp6704_c0_seq1_m.2474	scaffold_3649	22772	23380	608	Au	2	62.02	72.45
comp5507_c0_seq1_m.1879	 -0.018	 -0.021234	comp5507_c0_seq1_m.1879	scaffold165_1_size79871	28170	29958	1788	Au	4	39.11	37.48
comp3961_c0_seq1_m.844	 -0.0074615	 -0.0093357	comp3961_c0_seq1_m.844	scaffold2784_1_size24064	11356	12620	1264	Au	3	29.7	28.23
comp8457_c0_seq1_m.3506	 -0.008167	 -0.012146	comp8457_c0_seq1_m.3506	scaffold3317_1_size21684	15073	16606	1533	PAR	1	7.55	7.48
comp17360_c1_seq1_m.29221	 0.0012466	 0.0062022	comp17360_c1_seq1_m.29221	scaffold10828_1_size8544	5436	7546	2110	Au	4	50.23	48.59
comp7817_c2_seq1_m.26733	 -0.0092983	 -0.0099062	comp7817_c2_seq1_m.26733	scaffold_1478	14761	24954	10193	PAR	1	52	46.44
comp11186_c0_seq1_m.5289	 -0.010468	 -0.0092711	comp11186_c0_seq1_m.5289	scaffold1179_1_size37945	15672	18577	2905	Au	3	64.89	83.79
comp7477_c0_seq1_m.32159	 -0.014552	 -0.019699	comp7477_c0_seq1_m.32159	scaffold2392_1_size26192	20529	22786	2257	Au	5	24.15	18.96
comp13513_c0_seq1_m.16121	 -0.024338	 -0.029122	comp13513_c0_seq1_m.16121	scaffold10987_1_size8426	7060	8253	1193	PAR	1	83.49	83.49
comp5693_c0_seq1_m.35289	 -0.007507	 -0.01012	comp5693_c0_seq1_m.35289	scaffold_1403	28263	47080	18817	Au	6	72.52	70.45
comp18203_c0_seq2_m.23064	 -0.0090811	 -0.0066149	comp18203_c0_seq2_m.23064	scaffold_3364	4684	9305	4621	PAR	1	7.55	7.48
comp16495_c0_seq1_m.21591	 -0.0067096	 -0.0056938	comp16495_c0_seq1_m.21591	scaffold5073_1_size16279	8398	11748	3350	Au	5	55.63	56
comp16480_c0_seq1_m.35392	 -0.017531	 -0.026297	comp16480_c0_seq1_m.35392	scaffold7245_1_size12423	9163	10435	1272	PAR	1	46.44	29.7
comp4012_c0_seq1_m.885	 0.014769	 0.021711	comp4012_c0_seq1_m.885	scaffold260_1_size69789	35154	36820	1666	Au	3	50.08	67.13
comp13662_c0_seq1_m.7030	 0.024386	 0.031356	comp13662_c0_seq1_m.7030	scaffold_1899	11926	21294	9368	Au	3	13.04	20.82
comp8867_c0_seq1_m.3762	 -0.010724	 -0.0060397	comp8867_c0_seq1_m.3762	scaffold24297_1_size3262	728	1744	1016	Au	4	28	33.78
comp13379_c0_seq1_m.21713	 0.00038223	 -0.006865	comp13379_c0_seq1_m.21713	scaffold_1243	663	25260	24597	Au	6	33.63	40.82
comp11986_c0_seq1_m.5839	 -0.024113	 -0.025074	comp11986_c0_seq1_m.5839	scaffold5949_1_size14475	1	2507	2506	Au	3	87.12	102.31
comp16753_c0_seq1_m.39035	 -0.012449	 -0.010403	comp16753_c0_seq1_m.39035	scaffold27301_1_size2790	1090	1959	869	Au	3	51.93	68.98
comp5560_c0_seq1_m.1908	 -nan	 -nan	comp5560_c0_seq1_m.1908	scaffold_1267	1024	3582	2558	Au	5	70.45	67.11
comp14920_c0_seq1_m.17141	 0.00038224	 -0.003316	comp14920_c0_seq1_m.17141	scaffold8566_1_size10995	6537	9838	3301	Au	7	31.49	48.68
comp7214_c0_seq1_m.22457	 -0.012823	 -0.020191	comp7214_c0_seq1_m.22457	scaffold44_1_size120491	20248	23385	3137	Au	4	18.74	28.22
comp18373_c0_seq1_m.33348	 -0.017363	 -0.022022	comp18373_c0_seq1_m.33348	scaffold_3216	11441	13810	2369	Au	4	50.23	46.74
comp3850_c0_seq1_m.762	 -0.021563	 -0.031803	comp3850_c0_seq1_m.762	scaffold1410_1_size34801	28287	28655	368	SL	1	53.85	48.3
comp18569_c0_seq1_m.10209	 -0.016704	 -0.022773	comp18569_c0_seq1_m.10209	scaffold4933_1_size16612	4346	16158	11812	Au	2	34.24	22.44
comp8576_c0_seq1_m.3571	 -0.011464	 -0.016937	comp8576_c0_seq1_m.3571	scaffold8066_1_size11498	764	3372	2608	Au	3	16.74	22.68
comp11140_c0_seq1_m.5263	 -0.019246	 -0.027529	comp11140_c0_seq1_m.5263	scaffold24501_1_size3225	316	2981	2665	Au	5	74.15	67.11
comp38350_c0_seq1_m.11290	 -0.012799	 -0.017491	comp38350_c0_seq1_m.11290	scaffold32_1_size133635	5686	6006	320	Au	5	55.63	54.15
comp6105_c1_seq1_m.20414	 -0.012346	 -0.010163	comp6105_c1_seq1_m.20414	scaffold732_1_size46797	36642	37342	700	Au	6	26.22	24.15
comp17635_c0_seq1_m.9671	 -nan	 -nan	comp17635_c0_seq1_m.9671	scaffold19372_1_size5193	1764	4904	3140	Au	4	39.11	37.48
comp11448_c0_seq1_m.5446	 -0.012772	 -0.015119	comp11448_c0_seq1_m.5446	scaffold7309_1_size12356	4644	8506	3862	Au	8	36.25	35.47
comp5348_c0_seq1_m.25151	 -0.0053888	 -0.004984	comp5348_c0_seq1_m.25151	scaffold688_1_size48040	1691	4723	3032	Au	3	37.11	39.34
comp17559_c0_seq1_m.9635	 -0.012504	 -0.01924	comp17559_c0_seq1_m.9635	scaffold5308_1_size15815	954	2753	1799	PAR	1	7.55	7.48
comp9930_c0_seq1_m.4443	 -0.0080924	 -0.01431	comp9930_c0_seq1_m.4443	scaffold6912_1_size12819	5965	6432	467	Au	7	27.78	39.42
comp9593_c0_seq1_m.4237	 -0.026721	 -0.03175	comp9593_c0_seq1_m.4237	scaffold_2992	87789	90567	2778	Au	3	53.78	78.24
comp37574_c0_seq1_m.11265	 -0.004161	 -0.0053223	comp37574_c0_seq1_m.11265	scaffold63389_1_size1201	740	1084	344	Au	4	16.89	24.52
comp167070_c0_seq1_m.14330	 -nan	 -nan	comp167070_c0_seq1_m.14330	scaffold2231_1_size27245	15994	16344	350	Au	2	37.94	26.15
comp8157_c0_seq1_m.26756	 -0.015279	 -0.025056	comp8157_c0_seq1_m.26756	scaffold_214	73844	79283	5439	Au	2	37.94	28
comp164_c0_seq1_m.19612	 -0.0014782	 -0.00029788	comp164_c0_seq1_m.19612	scaffold_50	2927	31210	28283	Au	3	16.74	22.68
