query	target	target_begin	target_end	AlignmentLength
comp18876_c0_seq2_m.35260	scaffold3810_1_size19775	15296	15631	335
comp14135_c0_seq1_m.7377	scaffold38113_1_size1952	342	1855	1513
comp6698_c0_seq1_m.2470	scaffold38120_1_size1951	1370	1656	286
comp16629_c0_seq1_m.31974	scaffold38138_1_size1950	17	378	361
comp12166_c0_seq1_m.37408	scaffold3815_1_size19733	1486	1800	314
comp261199_c0_seq1_m.15053	scaffold381677_1_size148	1	148	147
comp9713_c0_seq1_m.4315	scaffold3818_1_size19726	2821	5759	2938
comp12972_c0_seq1_m.34864	scaffold3818_1_size19726	6512	8064	1552
comp12972_c0_seq2_m.34866	scaffold3818_1_size19726	8148	9755	1607
comp8038_c0_seq1_m.3276	scaffold3818_1_size19726	12334	14762	2428
comp14159_c0_seq1_m.7402	scaffold38191_1_size1947	58	1493	1435
comp14383_c1_seq1_m.19641	scaffold38192_1_size1947	336	1947	1611
comp17996_c0_seq6_m.22933	scaffold38194_1_size1947	1576	1930	354
comp5133_c0_seq1_m.1708	scaffold382_1_size60351	35817	48743	12926
comp8571_c0_seq1_m.35515	scaffold382_1_size60351	49702	54490	4788
comp5452_c0_seq1_m.1861	scaffold38200_1_size1947	100	1670	1570
comp18315_c0_seq1_m.33928	scaffold382067_1_size148	1	75	74
comp65162_c0_seq1_m.11905	scaffold38209_1_size1946	460	1156	696
comp145989_c0_seq1_m.14029	scaffold3821_1_size19707	715	1211	496
comp127243_c0_seq1_m.13604	scaffold3821_1_size19707	1213	1650	437
comp18275_c0_seq1_m.37227	scaffold38217_1_size1946	760	1946	1186
comp18324_c0_seq1_m.22745	scaffold38226_1_size1945	1	300	299
comp205554_c0_seq1_m.14775	scaffold38249_1_size1944	1361	1666	305
comp13695_c0_seq3_m.28759	scaffold382585_1_size148	17	142	125
comp976_c0_seq1_m.265	scaffold38269_1_size1942	1	527	526
comp18051_c0_seq1_m.24230	scaffold382719_1_size148	1	148	147
comp18713_c0_seq1_m.36491	scaffold3828_1_size19687	2252	5992	3740
comp18713_c0_seq1_m.36492	scaffold3828_1_size19687	7366	11422	4056
comp18713_c0_seq1_m.36494	scaffold3828_1_size19687	8502	9426	924
comp13750_c0_seq1_m.7096	scaffold3828_1_size19687	15442	17264	1822
comp5512_c0_seq1_m.1880	scaffold38283_1_size1941	508	909	401
comp15894_c0_seq2_m.17430	scaffold38285_1_size1941	450	1908	1458
comp18228_c0_seq1_m.17079	scaffold3829_1_size19682	1807	18677	16870
comp12792_c0_seq1_m.6434	scaffold38292_1_size1941	304	1622	1318
comp10721_c0_seq1_m.33360	scaffold383_1_size60318	454	7187	6733
comp9849_c0_seq1_m.4388	scaffold383_1_size60318	8808	23852	15044
comp224679_c0_seq1_m.14968	scaffold383_1_size60318	32496	33005	509
comp98160_c0_seq1_m.12817	scaffold383_1_size60318	33135	33608	473
comp4640_c0_seq1_m.27113	scaffold383_1_size60318	39369	40786	1417
comp4640_c0_seq1_m.27115	scaffold383_1_size60318	46235	46602	367
comp10556_c0_seq1_m.26090	scaffold383_1_size60318	48213	49574	1361
comp16971_c1_seq3_m.29014	scaffold383103_1_size148	1	104	103
comp205867_c0_seq1_m.14779	scaffold383117_1_size148	1	148	147
comp7596_c0_seq1_m.34873	scaffold3835_1_size19661	829	1008	179
comp10954_c0_seq1_m.16694	scaffold3836_1_size19659	12827	14041	1214
comp10954_c1_seq1_m.16696	scaffold3836_1_size19659	14711	15601	890
comp18646_c0_seq1_m.28896	scaffold3836_1_size19659	15797	16956	1159
comp200929_c0_seq1_m.14665	scaffold383809_1_size147	1	147	146
comp12211_c0_seq1_m.6001	scaffold38403_1_size1935	1421	1935	514
comp16412_c0_seq1_m.8931	scaffold3842_1_size19647	1	5726	5725
comp16412_c0_seq1_m.8930	scaffold3842_1_size19647	7185	17040	9855
comp175703_c0_seq1_m.14498	scaffold3844_1_size19640	17159	17662	503
comp169598_c0_seq1_m.14404	scaffold3844_1_size19640	17703	18110	407
comp8231_c0_seq1_m.3365	scaffold3845_1_size19638	6017	12458	6441
comp11776_c0_seq1_m.31735	scaffold38468_1_size1932	1	457	456
comp18861_c0_seq1_m.16575	scaffold3847_1_size19619	8592	10494	1902
comp13510_c0_seq1_m.6949	scaffold3848_1_size19617	7	3414	3407
comp11642_c0_seq1_m.25880	scaffold38480_1_size1931	747	1931	1184
comp9276_c0_seq1_m.22969	scaffold38483_1_size1931	823	1856	1033
comp16875_c1_seq1_m.20402	scaffold38492_1_size1931	575	1234	659
comp11675_c0_seq1_m.17115	scaffold385_1_size60124	25508	31681	6173
comp34985_c0_seq1_m.11191	scaffold385_1_size60124	37752	41752	4000
comp56045_c0_seq1_m.11699	scaffold385_1_size60124	51849	54720	2871
comp7714_c0_seq1_m.3097	scaffold38501_1_size1930	768	1202	434
comp14983_c0_seq1_m.19424	scaffold38513_1_size1930	190	1544	1354
comp500_c0_seq1_m.142	scaffold385160_1_size147	1	147	146
comp10026_c0_seq1_m.4514	scaffold3856_1_size19593	4206	4919	713
comp11799_c0_seq1_m.5709	scaffold3856_1_size19593	9311	13107	3796
comp17143_c0_seq1_m.9379	scaffold38560_1_size1928	619	1307	688
comp15938_c0_seq1_m.8615	scaffold3857_1_size19592	258	2651	2393
comp12722_c0_seq1_m.32631	scaffold3857_1_size19592	6135	7925	1790
comp141449_c0_seq1_m.13856	scaffold3857_1_size19592	11535	12008	473
comp274479_c0_seq1_m.15153	scaffold385795_1_size147	1	147	146
comp18445_c0_seq2_m.26563	scaffold3858_1_size19589	3665	11026	7361
comp17936_c0_seq1_m.26661	scaffold38598_1_size1926	1037	1697	660
comp5674_c0_seq1_m.1949	scaffold386_1_size60123	3424	6047	2623
comp95398_c0_seq1_m.12724	scaffold386_1_size60123	6581	7451	870
comp1487_c0_seq1_m.380	scaffold386_1_size60123	8032	8331	299
comp227904_c0_seq1_m.14985	scaffold386_1_size60123	8827	9183	356
comp9045_c0_seq1_m.18580	scaffold386_1_size60123	55625	58388	2763
comp18457_c0_seq3_m.33711	scaffold38617_1_size1926	74	1286	1212
comp34084_c0_seq1_m.11172	scaffold3863_1_size19559	5153	5672	519
comp18008_c0_seq1_m.9874	scaffold38650_1_size1924	60	1464	1404
comp4414_c0_seq1_m.19070	scaffold38664_1_size1923	671	1923	1252
comp8707_c0_seq1_m.31076	scaffold3867_1_size19547	5171	9506	4335
comp9496_c0_seq1_m.4174	scaffold3867_1_size19547	9727	14864	5137
comp10937_c0_seq1_m.5124	scaffold38677_1_size1922	160	459	299
comp15549_c0_seq1_m.8370	scaffold3868_1_size19545	17857	18331	474
comp10776_c0_seq1_m.5024	scaffold38686_1_size1922	1586	1912	326
comp18652_c0_seq4_m.17975	scaffold38697_1_size1921	1614	1921	307
comp16183_c0_seq6_m.21231	scaffold3870_1_size19535	6135	7959	1824
comp16183_c0_seq1_m.21219	scaffold3870_1_size19535	11403	12414	1011
comp4924_c0_seq1_m.1548	scaffold38728_1_size1920	1139	1573	434
comp15558_c0_seq1_m.8376	scaffold387514_1_size147	2	147	145
comp176503_c0_seq1_m.14505	scaffold38761_1_size1918	1131	1472	341
comp12688_c0_seq2_m.21117	scaffold38778_1_size1918	1	231	230
comp17996_c0_seq3_m.22932	scaffold38779_1_size1917	166	1310	1144
comp15616_c0_seq1_m.21560	scaffold38780_1_size1917	104	911	807
comp17263_c0_seq1_m.9451	scaffold38796_1_size1916	1629	1793	164
comp109028_c0_seq1_m.13087	scaffold3880_1_size19508	14656	15375	719
comp10944_c0_seq1_m.5131	scaffold38820_1_size1915	656	1642	986
comp9201_c0_seq1_m.3975	scaffold38821_1_size1915	18	1696	1678
comp3455_c0_seq1_m.697	scaffold38833_1_size1915	1	422	421
comp3243_c0_seq1_m.658	scaffold38839_1_size1915	1357	1782	425
comp18166_c0_seq1_m.34771	scaffold3885_1_size19486	7161	9452	2291
comp2379_c0_seq1_m.484	scaffold38850_1_size1914	790	1138	348
comp18046_c0_seq1_m.9900	scaffold3886_1_size19486	5310	6826	1516
comp5341_c0_seq1_m.1801	scaffold3886_1_size19486	10628	13052	2424
comp80_c1_seq1_m.22172	scaffold3888_1_size19483	3335	3781	446
comp128106_c0_seq1_m.13638	scaffold3888_1_size19483	4006	4473	467
comp143154_c0_seq1_m.13940	scaffold3888_1_size19483	4621	4941	320
comp13765_c0_seq1_m.33871	scaffold3891_1_size19473	5159	8026	2867
comp15329_c0_seq1_m.8215	scaffold3891_1_size19473	11301	18861	7560
comp16432_c0_seq1_m.22945	scaffold38929_1_size1910	123	1237	1114
comp11079_c0_seq1_m.5226	scaffold3896_1_size19463	5206	5782	576
comp17654_c0_seq1_m.37223	scaffold389644_1_size146	45	141	96
comp18552_c0_seq1_m.18062	scaffold38981_1_size1907	741	1794	1053
comp15076_c0_seq1_m.8038	scaffold3899_1_size19453	770	1690	920
comp9382_c0_seq1_m.21438	scaffold3899_1_size19453	2452	2826	374
comp3286_c0_seq1_m.668	scaffold3899_1_size19453	3169	3792	623
comp22059_c0_seq1_m.10761	scaffold390_1_size59867	12208	17238	5030
comp6772_c0_seq1_m.15295	scaffold390_1_size59867	34180	42009	7829
comp123718_c0_seq1_m.13443	scaffold390_1_size59867	50093	50629	536
comp11376_c0_seq2_m.28814	scaffold3902_1_size19438	851	2884	2033
comp11376_c0_seq1_m.28811	scaffold3902_1_size19438	4507	11133	6626
comp112948_c0_seq1_m.13225	scaffold39037_1_size1904	1580	1904	324
comp15496_c0_seq1_m.36333	scaffold3904_1_size19437	4925	5866	941
comp12739_c0_seq1_m.20191	scaffold3904_1_size19437	9880	14149	4269
comp18724_c0_seq5_m.27276	scaffold3906_1_size19436	4791	9660	4869
comp8783_c0_seq1_m.32936	scaffold3906_1_size19436	11823	13045	1222
comp8783_c0_seq1_m.32937	scaffold3906_1_size19436	13903	15328	1425
comp13370_c0_seq1_m.6854	scaffold39063_1_size1902	1318	1830	512
comp17852_c0_seq1_m.9800	scaffold3907_1_size19435	1964	8444	6480
comp17852_c0_seq1_m.9801	scaffold3907_1_size19435	7386	8362	976
comp11943_c0_seq1_m.5809	scaffold3907_1_size19435	12572	15170	2598
comp12582_c0_seq1_m.6272	scaffold39070_1_size1902	385	517	132
comp17381_c0_seq3_m.38529	scaffold39075_1_size1902	339	811	472
comp1587_c0_seq1_m.389	scaffold39092_1_size1901	309	537	228
comp8077_c0_seq2_m.16046	scaffold3911_1_size19410	582	1358	776
comp8077_c0_seq2_m.16047	scaffold3911_1_size19410	2454	3254	800
comp42518_c0_seq1_m.11381	scaffold3911_1_size19410	3419	5157	1738
comp9372_c0_seq1_m.4095	scaffold3911_1_size19410	6143	7452	1309
comp10368_c0_seq3_m.35369	scaffold3911_1_size19410	8881	19214	10333
comp13005_c0_seq1_m.6595	scaffold3911_1_size19410	15144	17332	2188
comp13005_c0_seq1_m.6597	scaffold3911_1_size19410	16942	17310	368
comp9497_c0_seq2_m.22934	scaffold3913_1_size19400	5596	6006	410
comp9497_c0_seq1_m.22935	scaffold3913_1_size19400	13567	15473	1906
comp16802_c0_seq1_m.9186	scaffold39136_1_size1899	1326	1727	401
comp11184_c0_seq1_m.5286	scaffold3915_1_size19398	812	1537	725
comp17931_c0_seq1_m.33793	scaffold3915_1_size19398	6809	8083	1274
comp7390_c0_seq1_m.19423	scaffold39150_1_size1898	294	646	352
comp11479_c0_seq1_m.5466	scaffold39151_1_size1898	1	1540	1539
comp15872_c0_seq1_m.18516	scaffold39160_1_size1898	55	717	662
comp12247_c0_seq1_m.18088	scaffold39164_1_size1898	1	1065	1064
comp5116_c0_seq2_m.34857	scaffold3917_1_size19376	1306	2024	718
comp22568_c0_seq1_m.10791	scaffold3917_1_size19376	6497	7403	906
comp13821_c0_seq1_m.34180	scaffold3917_1_size19376	12245	13368	1123
comp5606_c0_seq1_m.1926	scaffold3918_1_size19376	6357	7070	713
comp1627_c0_seq1_m.399	scaffold3918_1_size19376	7080	7671	591
comp9808_c0_seq1_m.27501	scaffold3918_1_size19376	13809	14996	1187
comp17147_c0_seq1_m.9380	scaffold39183_1_size1897	1	1215	1214
comp7482_c0_seq1_m.2968	scaffold39186_1_size1897	570	1248	678
comp16374_c0_seq1_m.8902	scaffold39188_1_size1896	254	952	698
comp8965_c0_seq1_m.3830	scaffold3919_1_size19367	5221	5667	446
comp4261_c0_seq1_m.1028	scaffold3919_1_size19367	6713	8931	2218
comp270384_c0_seq1_m.15131	scaffold39198_1_size1896	236	677	441
comp10719_c0_seq7_m.24358	scaffold392_1_size59763	10134	15221	5087
comp95289_c0_seq1_m.12714	scaffold392_1_size59763	18327	21350	3023
comp7301_c0_seq1_m.2856	scaffold392_1_size59763	36872	40544	3672
comp90230_c0_seq1_m.12587	scaffold392_1_size59763	42018	43208	1190
comp87702_c0_seq1_m.12509	scaffold392_1_size59763	43524	43958	434
comp4904_c0_seq1_m.1537	scaffold392_1_size59763	45738	46537	799
comp6762_c0_seq1_m.2532	scaffold392_1_size59763	52295	53257	962
comp37199_c0_seq1_m.11256	scaffold392_1_size59763	56377	57704	1327
comp11001_c0_seq2_m.36926	scaffold39203_1_size1895	1110	1612	502
comp18948_c0_seq1_m.10402	scaffold39204_1_size1895	167	514	347
comp7949_c0_seq1_m.3238	scaffold39206_1_size1895	497	1578	1081
comp7670_c0_seq1_m.3067	scaffold39216_1_size1895	1063	1476	413
comp17562_c0_seq1_m.36469	scaffold39219_1_size1895	1	1645	1644
comp84770_c0_seq1_m.12448	scaffold3922_1_size19360	16772	17046	274
comp11900_c0_seq2_m.16553	scaffold3924_1_size19351	5055	17442	12387
comp116233_c0_seq1_m.13326	scaffold39247_1_size1893	847	1583	736
comp8508_c0_seq1_m.34215	scaffold3926_1_size19349	4962	9633	4671
comp17482_c1_seq1_m.18981	scaffold39260_1_size1892	486	810	324
comp14918_c0_seq2_m.20545	scaffold39263_1_size1892	1500	1850	350
comp215613_c0_seq1_m.14907	scaffold39270_1_size1891	100	576	476
comp90884_c0_seq1_m.12607	scaffold39270_1_size1891	1169	1623	454
comp22582_c0_seq1_m.10792	scaffold39279_1_size1890	319	1711	1392
comp8862_c0_seq1_m.3758	scaffold3928_1_size19348	1675	2172	497
comp12746_c0_seq1_m.18859	scaffold392895_1_size146	1	146	145
comp18659_c0_seq1_m.10269	scaffold39292_1_size1890	293	661	368
comp11159_c0_seq1_m.5274	scaffold39326_1_size1888	1092	1686	594
comp11930_c0_seq1_m.22914	scaffold3933_1_size19344	7390	7902	512
comp18452_c0_seq1_m.10141	scaffold3933_1_size19344	11254	13991	2737
comp18938_c0_seq1_m.23153	scaffold3934_1_size19342	2244	16324	14080
comp30762_c0_seq1_m.11092	scaffold3936_1_size19332	13098	16434	3336
comp8739_c0_seq1_m.3662	scaffold3937_1_size19328	1715	3555	1840
comp13195_c1_seq1_m.38833	scaffold3937_1_size19328	5143	7371	2228
comp13195_c1_seq1_m.38835	scaffold3937_1_size19328	6517	6888	371
comp14670_c0_seq1_m.39040	scaffold3937_1_size19328	11464	14814	3350
comp14670_c0_seq1_m.39041	scaffold3937_1_size19328	15476	16316	840
comp16588_c0_seq1_m.9050	scaffold39389_1_size1885	1304	1861	557
comp18493_c0_seq1_m.38106	scaffold3939_1_size19320	4358	5515	1157
comp18493_c0_seq1_m.38105	scaffold3939_1_size19320	5545	7264	1719
comp7298_c0_seq1_m.2853	scaffold3939_1_size19320	11493	13201	1708
comp17112_c0_seq1_m.9362	scaffold39398_1_size1885	1	1885	1884
comp18250_c0_seq1_m.10037	scaffold39400_1_size1885	1	427	426
comp18168_c0_seq21_m.19721	scaffold394052_1_size145	9	145	136
comp12025_c0_seq1_m.21396	scaffold39406_1_size1884	523	876	353
comp6906_c0_seq1_m.18224	scaffold39412_1_size1884	1381	1884	503
comp3950_c0_seq1_m.836	scaffold3942_1_size19313	6840	15722	8882
comp17963_c0_seq22_m.15607	scaffold394234_1_size145	1	143	142
comp15517_c0_seq1_m.8344	scaffold39426_1_size1883	292	1520	1228
comp16911_c0_seq1_m.9240	scaffold39429_1_size1883	843	1826	983
comp2649_c1_seq1_m.35523	scaffold3943_1_size19310	17616	17966	350
comp15180_c1_seq1_m.35892	scaffold39430_1_size1883	793	1490	697
comp103655_c0_seq1_m.12962	scaffold39432_1_size1883	424	822	398
comp8337_c0_seq1_m.3425	scaffold39459_1_size1882	1000	1578	578
comp77309_c0_seq1_m.12235	scaffold3946_1_size19308	14673	15794	1121
comp14737_c0_seq1_m.23980	scaffold39483_1_size1881	164	580	416
comp3552_c0_seq1_m.712	scaffold39485_1_size1881	1119	1438	319
comp71708_c0_seq1_m.12076	scaffold39485_1_size1881	1536	1881	345
comp17545_c0_seq1_m.9623	scaffold3949_1_size19301	184	4608	4424
comp13724_c0_seq1_m.15361	scaffold3949_1_size19301	5849	6183	334
comp14669_c0_seq1_m.7751	scaffold39496_1_size1880	1412	1742	330
comp15585_c0_seq1_m.8398	scaffold39500_1_size1880	1	1816	1815
comp14237_c0_seq1_m.7468	scaffold39513_1_size1880	740	1858	1118
comp8194_c0_seq2_m.19596	scaffold3952_1_size19280	1187	2705	1518
comp8194_c0_seq1_m.19595	scaffold3952_1_size19280	5031	6410	1379
comp13785_c0_seq2_m.38254	scaffold3952_1_size19280	7816	9525	1709
comp13785_c0_seq2_m.38253	scaffold3952_1_size19280	9940	11576	1636
comp15494_c0_seq1_m.16936	scaffold3953_1_size19278	4130	5035	905
comp17652_c0_seq1_m.36154	scaffold3953_1_size19278	8707	10337	1630
comp16370_c0_seq1_m.26479	scaffold3955_1_size19274	16298	18627	2329
comp18889_c0_seq3_m.23525	scaffold39551_1_size1878	1	1878	1877
comp15926_c0_seq1_m.32393	scaffold39583_1_size1876	27	630	603
comp5294_c0_seq1_m.1776	scaffold395868_1_size145	1	115	114
comp115932_c0_seq1_m.13321	scaffold39593_1_size1876	1010	1417	407
comp15022_c0_seq1_m.17527	scaffold39594_1_size1876	574	1876	1302
comp15785_c0_seq1_m.18056	scaffold396_1_size59501	31601	32986	1385
comp15785_c0_seq1_m.18058	scaffold396_1_size59501	32817	34458	1641
comp18317_c0_seq11_m.32837	scaffold396_1_size59501	39995	40260	265
comp8771_c0_seq1_m.24840	scaffold3960_1_size19246	7140	8650	1510
comp8771_c0_seq1_m.24841	scaffold3960_1_size19246	9882	10693	811
comp1312_c0_seq1_m.351	scaffold39608_1_size1876	968	1468	500
comp11942_c0_seq1_m.5808	scaffold3961_1_size19240	524	4032	3508
comp14184_c0_seq3_m.31209	scaffold3961_1_size19240	9030	11896	2866
comp18765_c1_seq1_m.33956	scaffold39611_1_size1875	310	1270	960
comp16860_c0_seq3_m.27055	scaffold396135_1_size145	1	145	144
comp12358_c0_seq3_m.15288	scaffold3963_1_size19238	629	1307	678
comp6885_c0_seq1_m.2613	scaffold3963_1_size19238	14117	16239	2122
comp18565_c0_seq1_m.24978	scaffold39632_1_size1874	988	1874	886
comp88956_c0_seq1_m.12521	scaffold3967_1_size19226	927	2386	1459
comp12236_c0_seq1_m.34021	scaffold3969_1_size19224	2161	3536	1375
comp14714_c0_seq1_m.7779	scaffold3969_1_size19224	13004	13957	953
comp10197_c0_seq1_m.4622	scaffold397_1_size59500	1	990	989
comp10942_c0_seq2_m.38940	scaffold397_1_size59500	1272	1976	704
comp10942_c0_seq1_m.38938	scaffold397_1_size59500	5494	6135	641
comp15563_c0_seq1_m.8380	scaffold397_1_size59500	8436	49847	41411
comp3695_c0_seq1_m.20335	scaffold39709_1_size1871	1419	1858	439
comp12519_c4_seq1_m.33359	scaffold39710_1_size1871	87	478	391
comp13799_c0_seq2_m.18466	scaffold39714_1_size1871	1472	1865	393
comp16164_c0_seq1_m.8777	scaffold3973_1_size19216	667	4509	3842
comp12730_c0_seq1_m.37220	scaffold3973_1_size19216	5665	11405	5740
comp12730_c0_seq2_m.37221	scaffold3973_1_size19216	11418	12583	1165
comp15150_c0_seq1_m.8101	scaffold39749_1_size1869	127	432	305
comp5198_c0_seq1_m.1748	scaffold3975_1_size19212	9898	10428	530
comp10968_c0_seq1_m.5150	scaffold39773_1_size1868	9	1473	1464
comp8655_c0_seq1_m.3604	scaffold3979_1_size19203	12880	15629	2749
comp11306_c0_seq2_m.24441	scaffold398_1_size59493	302	33822	33520
comp11306_c1_seq1_m.24444	scaffold398_1_size59493	21138	21770	632
comp11306_c0_seq2_m.24442	scaffold398_1_size59493	28045	51154	23109
comp13246_c0_seq1_m.6761	scaffold3980_1_size19201	381	9504	9123
comp207087_c0_seq1_m.14805	scaffold3981_1_size19199	5985	9959	3974
comp15220_c0_seq2_m.33306	scaffold3983_1_size19196	4779	9093	4314
comp988_c0_seq1_m.267	scaffold39832_1_size1865	436	747	311
comp15928_c0_seq1_m.17129	scaffold39842_1_size1865	129	1865	1736
comp20351_c0_seq1_m.10639	scaffold3985_1_size19179	13332	17588	4256
comp20351_c0_seq1_m.10643	scaffold3985_1_size19179	16241	16628	387
comp20351_c0_seq1_m.10640	scaffold3985_1_size19179	16886	17299	413
comp20351_c0_seq1_m.10641	scaffold3985_1_size19179	17520	17947	427
comp8281_c0_seq1_m.3401	scaffold39877_1_size1864	577	918	341
comp9788_c0_seq1_m.32868	scaffold3990_1_size19155	2042	2635	593
comp36314_c0_seq1_m.11239	scaffold3990_1_size19155	2828	4822	1994
comp4527_c0_seq1_m.1219	scaffold3990_1_size19155	12872	13553	681
comp15814_c0_seq1_m.27932	scaffold3991_1_size19155	234	6532	6298
comp15814_c0_seq2_m.27931	scaffold3991_1_size19155	6893	12261	5368
comp14297_c0_seq1_m.17830	scaffold39942_1_size1860	502	887	385
comp14227_c0_seq1_m.30445	scaffold39978_1_size1859	392	1787	1395
comp18105_c1_seq1_m.18445	scaffold39990_1_size1858	41	1116	1075
comp241180_c0_seq1_m.15019	scaffold39994_1_size1858	1170	1469	299
comp52226_c0_seq1_m.11612	scaffold40_1_size126885	3939	5917	1978
comp46446_c0_seq1_m.11473	scaffold40_1_size126885	6467	8822	2355
comp126051_c0_seq1_m.13555	scaffold40_1_size126885	17283	17591	308
comp8438_c1_seq1_m.38591	scaffold40_1_size126885	32733	40710	7977
comp167169_c0_seq1_m.14333	scaffold40_1_size126885	37495	38073	578
comp8885_c0_seq1_m.17755	scaffold40_1_size126885	41827	44679	2852
comp15931_c0_seq1_m.18850	scaffold40_1_size126885	47125	49568	2443
comp4186_c0_seq1_m.35078	scaffold40_1_size126885	61576	65671	4095
comp27720_c0_seq1_m.11032	scaffold40_1_size126885	67584	70202	2618
comp11339_c0_seq1_m.5373	scaffold40_1_size126885	99600	104524	4924
comp25006_c0_seq1_m.10909	scaffold40_1_size126885	112176	114005	1829
comp14981_c0_seq1_m.7972	scaffold40_1_size126885	117682	120342	2660
comp10021_c0_seq1_m.35121	scaffold4000_1_size19128	15363	18233	2870
comp16431_c0_seq2_m.34946	scaffold40006_1_size1857	791	1727	936
comp16502_c1_seq3_m.25859	scaffold4002_1_size19126	4249	5074	825
comp9386_c0_seq1_m.16283	scaffold4002_1_size19126	11310	12655	1345
comp17726_c0_seq1_m.16571	scaffold40020_1_size1856	980	1665	685
comp3695_c1_seq1_m.20336	scaffold40021_1_size1856	206	1779	1573
comp106996_c0_seq1_m.13060	scaffold40023_1_size1856	650	1384	734
comp18546_c0_seq1_m.33099	scaffold4004_1_size19121	1531	2904	1373
comp19021_c0_seq17_m.36885	scaffold4004_1_size19121	4986	9602	4616
comp19021_c0_seq9_m.36895	scaffold4004_1_size19121	7733	15737	8004
comp19021_c0_seq9_m.36896	scaffold4004_1_size19121	11151	11470	319
comp12909_c0_seq1_m.34035	scaffold4005_1_size19121	1849	18869	17020
comp11778_c0_seq1_m.5691	scaffold4005_1_size19121	12948	16573	3625
comp15436_c0_seq1_m.25156	scaffold40062_1_size1854	1130	1473	343
comp12464_c0_seq1_m.36400	scaffold4007_1_size19118	5469	10215	4746
comp13368_c0_seq1_m.6851	scaffold4007_1_size19118	16816	18162	1346
comp12553_c0_seq1_m.6249	scaffold40077_1_size1854	63	385	322
comp9724_c0_seq3_m.22803	scaffold4008_1_size19111	4616	6542	1926
comp9724_c0_seq1_m.22799	scaffold4008_1_size19111	10272	11945	1673
comp9530_c0_seq1_m.4195	scaffold40093_1_size1853	1379	1742	363
comp6943_c0_seq1_m.2651	scaffold401_1_size59184	291	2114	1823
comp15966_c0_seq1_m.8639	scaffold401_1_size59184	4309	7643	3334
comp3088_c0_seq1_m.614	scaffold401_1_size59184	22270	22787	517
comp11690_c0_seq1_m.28387	scaffold401_1_size59184	33459	33986	527
comp14436_c0_seq1_m.29430	scaffold401_1_size59184	37175	38268	1093
comp4965_c0_seq1_m.1584	scaffold401_1_size59184	39082	39344	262
comp150611_c0_seq1_m.14112	scaffold401_1_size59184	47374	47679	305
comp8139_c0_seq2_m.31682	scaffold401_1_size59184	47727	48047	320
comp78500_c0_seq1_m.12253	scaffold401_1_size59184	51365	51743	378
comp8139_c0_seq1_m.31679	scaffold401_1_size59184	51758	52357	599
comp9317_c0_seq1_m.19964	scaffold401_1_size59184	57417	58293	876
comp14465_c0_seq3_m.27323	scaffold4011_1_size19107	1213	2162	949
comp17859_c0_seq2_m.20333	scaffold40117_1_size1852	108	1852	1744
comp16752_c0_seq1_m.9163	scaffold40119_1_size1852	218	1444	1226
comp3104_c0_seq1_m.620	scaffold40137_1_size1851	1241	1803	562
comp8859_c0_seq1_m.3755	scaffold40173_1_size1849	267	693	426
comp15592_c0_seq1_m.8404	scaffold40175_1_size1849	1676	1789	113
comp663_c0_seq1_m.195	scaffold40176_1_size1849	303	1004	701
comp15542_c0_seq1_m.8359	scaffold40179_1_size1848	1501	1848	347
comp12506_c0_seq1_m.6213	scaffold4019_1_size19074	5250	7730	2480
comp7784_c2_seq1_m.27641	scaffold4019_1_size19074	12192	12722	530
comp7784_c1_seq1_m.27640	scaffold4019_1_size19074	12699	13085	386
comp7784_c0_seq1_m.27639	scaffold4019_1_size19074	13119	13583	464
comp18716_c0_seq2_m.25595	scaffold40207_1_size1847	145	1627	1482
comp20162_c0_seq1_m.10611	scaffold40217_1_size1847	82	1759	1677
comp19750_c0_seq1_m.10565	scaffold4022_1_size19062	2366	4473	2107
comp12874_c0_seq1_m.38201	scaffold4022_1_size19062	10151	11481	1330
comp7504_c0_seq1_m.2979	scaffold4022_1_size19062	11577	12772	1195
comp7668_c0_seq1_m.3066	scaffold40221_1_size1846	384	1131	747
comp103_c0_seq1_m.20714	scaffold40221_1_size1846	1387	1806	419
comp5836_c0_seq1_m.2010	scaffold40236_1_size1846	869	1520	651
comp8656_c0_seq1_m.3605	scaffold4026_1_size19052	16548	17219	671
comp17265_c0_seq1_m.9452	scaffold4026_1_size19052	17340	18335	995
comp15907_c0_seq1_m.8595	scaffold40288_1_size1843	579	1436	857
comp9436_c0_seq1_m.32432	scaffold4029_1_size19042	7189	16334	9145
comp13080_c0_seq3_m.31672	scaffold4029_1_size19042	12226	18994	6768
comp18729_c0_seq1_m.26348	scaffold40299_1_size1842	600	1842	1242
comp7343_c0_seq3_m.24298	scaffold403_1_size59149	19693	21746	2053
comp39656_c0_seq1_m.11318	scaffold403_1_size59149	33284	35380	2096
comp14559_c0_seq1_m.27282	scaffold403_1_size59149	37157	48228	11071
comp22309_c0_seq1_m.10775	scaffold403_1_size59149	46487	47122	635
comp17906_c0_seq1_m.9832	scaffold40306_1_size1842	187	1322	1135
comp14882_c0_seq1_m.33270	scaffold40307_1_size1842	928	1842	914
comp3444_c0_seq1_m.31348	scaffold40313_1_size1842	1377	1739	362
comp8480_c0_seq1_m.3518	scaffold403188_1_size143	1	143	142
comp10722_c0_seq2_m.34702	scaffold40319_1_size1842	1089	1502	413
comp18049_c0_seq1_m.32634	scaffold40323_1_size1842	252	787	535
