an_hu	an_hu_dn	an_hu_ds	an_hu_dnds
Mannua_Huetti.7604.nuc	0.0123	0.0923	0.133261105092091
Mannua_Huetti.7605.nuc	0.0157	0.1340	0.117164179104478
Mannua_Huetti.7607.nuc	0.0079	0.0865	0.0913294797687861
Mannua_Huetti.7608.nuc	0.0021	0.0600	0.035
Mannua_Huetti.7609.nuc	0.0153	0.1660	0.0921686746987952
Mannua_Huetti.761.nuc	0.0159	0.1121	0.141837644959857
Mannua_Huetti.7610.nuc	0.0095	0.0371	0.256064690026954
Mannua_Huetti.7612.nuc	0.0306	0.0657	0.465753424657534
Mannua_Huetti.7613.nuc	0.0135	0.1459	0.0925291295407814
Mannua_Huetti.7615.nuc	0.0253	0.1402	0.180456490727532
Mannua_Huetti.7616.nuc	0.0450	0.1443	0.311850311850312
Mannua_Huetti.7617.nuc	0.0013	0.0705	0.0184397163120567
Mannua_Huetti.7618.nuc	0.0185	0.1448	0.127762430939227
Mannua_Huetti.762.nuc	0.0156	0.0577	0.270363951473137
Mannua_Huetti.7620.nuc	0.0083	0.0696	0.119252873563218
Mannua_Huetti.7622.nuc	0.0082	0.1459	0.0562028786840302
Mannua_Huetti.7623.nuc	0.0147	0.3060	0.0480392156862745
Mannua_Huetti.7624.nuc	0.0114	0.0720	0.158333333333333
Mannua_Huetti.7625.nuc	0.0037	0.0298	0.124161073825503
Mannua_Huetti.7626.nuc	0.0271	0.1684	0.160926365795724
Mannua_Huetti.7627.nuc	0.0131	0.0756	0.173280423280423
Mannua_Huetti.7628.nuc	0.0133	0.0754	0.176392572944297
Mannua_Huetti.7629.nuc	0.0274	0.0950	0.288421052631579
Mannua_Huetti.763.nuc	0.0059	0.0881	0.0669693530079455
Mannua_Huetti.7630.nuc	0.0170	0.1290	0.131782945736434
Mannua_Huetti.7631.nuc	0.0124	0.0592	0.209459459459459
Mannua_Huetti.7632.nuc	0.0156	0.0643	0.242612752721617
Mannua_Huetti.7634.nuc	0.0145	0.0596	0.243288590604027
Mannua_Huetti.7635.nuc	0.0601	0.1751	0.343232438606511
Mannua_Huetti.7636.nuc	0.0128	0.0682	0.187683284457478
Mannua_Huetti.7638.nuc	0.0111	0.1017	0.109144542772861
Mannua_Huetti.7639.nuc	0.0117	0.1678	0.0697258641239571
Mannua_Huetti.764.nuc	0.0117	0.0670	0.174626865671642
Mannua_Huetti.7640.nuc	0.0117	0.0465	0.251612903225806
Mannua_Huetti.7641.nuc	0.0022	0.0709	0.0310296191819464
Mannua_Huetti.7642.nuc	0.0088	0.0623	0.141252006420546
Mannua_Huetti.7643.nuc	0.0051	0.0767	0.0664928292046936
Mannua_Huetti.7644.nuc	0.0146	0.0702	0.207977207977208
Mannua_Huetti.7645.nuc	0.0158	0.1091	0.144821264894592
Mannua_Huetti.7646.nuc	0.0024	0.0724	0.0331491712707182
Mannua_Huetti.7647.nuc	0.0033	0.0507	0.0650887573964497
Mannua_Huetti.7648.nuc	0.0072	0.0130	0.553846153846154
Mannua_Huetti.7649.nuc	0.0235	0.0467	0.50321199143469
Mannua_Huetti.765.nuc	0.0058	0.0859	0.0675203725261932
Mannua_Huetti.7650.nuc	0.0085	0.0601	0.141430948419301
Mannua_Huetti.7652.nuc	0.0125	0.2030	0.061576354679803
Mannua_Huetti.7653.nuc	0.0024	0.0438	0.0547945205479452
Mannua_Huetti.7656.nuc	0.0028	0.1459	0.0191912268677176
Mannua_Huetti.7657.nuc	0.0094	0.0265	0.354716981132076
Mannua_Huetti.7659.nuc	0.0753	0.1515	0.497029702970297
Mannua_Huetti.766.nuc	0.0029	0.0396	0.0732323232323232
Mannua_Huetti.7660.nuc	0.0039	0.0591	0.065989847715736
Mannua_Huetti.7662.nuc	0.0353	0.0878	0.402050113895216
Mannua_Huetti.7663.nuc	0.0615	0.0747	0.823293172690763
Mannua_Huetti.7665.nuc	0.0390	0.0580	0.672413793103448
Mannua_Huetti.7666.nuc	-0.0000	0.0356	0
Mannua_Huetti.7669.nuc	0.0092	0.1535	0.0599348534201954
Mannua_Huetti.767.nuc	0.0073	0.0542	0.134686346863469
Mannua_Huetti.7670.nuc	0.0157	0.0528	0.297348484848485
Mannua_Huetti.7671.nuc	0.0226	0.1349	0.167531504818384
Mannua_Huetti.7672.nuc	0.0082	0.0683	0.120058565153734
Mannua_Huetti.7674.nuc	0.0064	0.0748	0.0855614973262032
Mannua_Huetti.7675.nuc	0.0146	0.0613	0.238172920065253
Mannua_Huetti.7676.nuc	0.0116	0.1104	0.105072463768116
Mannua_Huetti.7677.nuc	0.0111	0.0908	0.122246696035242
Mannua_Huetti.7678.nuc	0.0370	0.1804	0.20509977827051
Mannua_Huetti.7679.nuc	0.0101	0.0797	0.1267252195734
Mannua_Huetti.768.nuc	0.0040	0.0534	0.0749063670411985
Mannua_Huetti.7680.nuc	0.0188	0.0930	0.202150537634409
Mannua_Huetti.7681.nuc	0.0477	0.1530	0.311764705882353
Mannua_Huetti.7682.nuc	0.0060	0.0771	0.0778210116731518
Mannua_Huetti.7683.nuc	0.0167	0.0828	0.201690821256039
Mannua_Huetti.7684.nuc	0.0306	0.0963	0.317757009345794
Mannua_Huetti.7685.nuc	0.0135	0.1304	0.103527607361963
Mannua_Huetti.7687.nuc	0.0172	0.0886	0.194130925507901
Mannua_Huetti.7689.nuc	0.0249	0.1072	0.232276119402985
Mannua_Huetti.7690.nuc	0.0158	0.1506	0.104913678618858
Mannua_Huetti.7691.nuc	0.0008	0.0241	0.033195020746888
Mannua_Huetti.7692.nuc	0.0022	0.0993	0.0221550855991944
Mannua_Huetti.7693.nuc	0.0195	0.1215	0.160493827160494
Mannua_Huetti.7694.nuc	0.0150	0.0536	0.279850746268657
Mannua_Huetti.7695.nuc	0.0065	0.0479	0.135699373695198
Mannua_Huetti.7698.nuc	0.0043	0.1573	0.0273363000635728
Mannua_Huetti.770.nuc	0.0034	0.0326	0.104294478527607
Mannua_Huetti.7700.nuc	0.0044	0.0362	0.121546961325967
Mannua_Huetti.7701.nuc	0.0118	0.1140	0.103508771929825
Mannua_Huetti.7702.nuc	0.0090	0.0616	0.146103896103896
Mannua_Huetti.7703.nuc	0.0164	0.1360	0.120588235294118
Mannua_Huetti.7704.nuc	0.0062	0.0887	0.0698985343855693
Mannua_Huetti.7705.nuc	0.0266	0.1391	0.191229331416247
Mannua_Huetti.7706.nuc	0.0058	0.1156	0.0501730103806228
Mannua_Huetti.7707.nuc	0.0111	0.0227	0.488986784140969
Mannua_Huetti.7708.nuc	0.0125	0.1784	0.070067264573991
Mannua_Huetti.771.nuc	0.0300	0.1454	0.206327372764787
Mannua_Huetti.7710.nuc	0.0272	0.0480	0.566666666666667
Mannua_Huetti.7711.nuc	0.0097	0.0853	0.113716295427902
Mannua_Huetti.7712.nuc	0.0065	0.1079	0.0602409638554217
Mannua_Huetti.7713.nuc	0.0065	0.1276	0.0509404388714734
Mannua_Huetti.7715.nuc	0.0175	0.1571	0.111394016549968
Mannua_Huetti.7716.nuc	0.0129	0.0473	0.272727272727273
Mannua_Huetti.7717.nuc	0.0090	0.1180	0.076271186440678
Mannua_Huetti.7718.nuc	0.0118	0.0865	0.136416184971098
Mannua_Huetti.772.nuc	0.0088	0.1108	0.0794223826714801
Mannua_Huetti.7720.nuc	0.0085	0.1241	0.0684931506849315
Mannua_Huetti.7721.nuc	0.0223	0.1608	0.138681592039801
Mannua_Huetti.7722.nuc	0.0108	0.1103	0.0979147778785132
Mannua_Huetti.7724.nuc	0.0103	0.1129	0.0912311780336581
Mannua_Huetti.7725.nuc	0.0142	0.1192	0.119127516778523
Mannua_Huetti.7727.nuc	0.0030	0.0462	0.0649350649350649
Mannua_Huetti.7728.nuc	0.0192	0.1224	0.156862745098039
Mannua_Huetti.7729.nuc	0.0101	0.0624	0.161858974358974
Mannua_Huetti.773.nuc	0.0228	0.1245	0.183132530120482
Mannua_Huetti.7730.nuc	0.0133	0.0592	0.224662162162162
Mannua_Huetti.7731.nuc	0.0152	0.1076	0.141263940520446
Mannua_Huetti.7734.nuc	0.0278	0.0713	0.389901823281907
Mannua_Huetti.7736.nuc	-0.0000	0.0617	0
Mannua_Huetti.7738.nuc	0.0218	0.0740	0.294594594594595
Mannua_Huetti.774.nuc	0.0039	0.1109	0.0351668169522092
Mannua_Huetti.7740.nuc	0.0124	0.1373	0.090313182811362
Mannua_Huetti.7742.nuc	-0.0000	0.0494	0
Mannua_Huetti.7743.nuc	0.0095	0.1239	0.0766747376916868
Mannua_Huetti.7745.nuc	0.0034	0.1165	0.0291845493562232
Mannua_Huetti.7747.nuc	0.0188	0.0400	0.47
Mannua_Huetti.7748.nuc	0.0452	0.1127	0.401064773735581
Mannua_Huetti.7752.nuc	-0.0000	0.0323	0
Mannua_Huetti.7753.nuc	0.0145	0.1526	0.0950196592398427
Mannua_Huetti.7755.nuc	0.0486	0.2019	0.240713224368499
Mannua_Huetti.7756.nuc	0.0161	0.0682	0.236070381231672
Mannua_Huetti.7757.nuc	0.0217	0.1649	0.131594906003639
Mannua_Huetti.7758.nuc	0.0099	0.1222	0.0810147299509002
Mannua_Huetti.7759.nuc	0.0063	0.0905	0.0696132596685083
Mannua_Huetti.7760.nuc	0.0048	0.0555	0.0864864864864865
Mannua_Huetti.7761.nuc	0.0116	0.0365	0.317808219178082
Mannua_Huetti.7762.nuc	0.0156	0.1198	0.130217028380634
Mannua_Huetti.7763.nuc	0.0113	0.0595	0.189915966386555
Mannua_Huetti.7764.nuc	0.0209	0.1331	0.15702479338843
Mannua_Huetti.7765.nuc	0.0166	0.1315	0.126235741444867
Mannua_Huetti.7766.nuc	0.0044	0.0492	0.0894308943089431
Mannua_Huetti.7767.nuc	0.0178	0.0657	0.270928462709285
Mannua_Huetti.7768.nuc	0.0052	0.0332	0.156626506024096
Mannua_Huetti.777.nuc	0.0139	0.0650	0.213846153846154
Mannua_Huetti.7771.nuc	0.0028	0.1267	0.0220994475138122
Mannua_Huetti.7774.nuc	0.0819	0.2766	0.296095444685466
Mannua_Huetti.7775.nuc	0.0209	0.2543	0.0821863940228077
Mannua_Huetti.7776.nuc	0.0098	0.1174	0.0834752981260647
Mannua_Huetti.7777.nuc	0.0282	0.2100	0.134285714285714
Mannua_Huetti.7778.nuc	0.0104	0.0922	0.112798264642082
Mannua_Huetti.7782.nuc	0.1479	0.6220	0.237781350482315
Mannua_Huetti.7783.nuc	0.0096	0.0359	0.267409470752089
Mannua_Huetti.7784.nuc	0.0094	0.0855	0.109941520467836
Mannua_Huetti.7785.nuc	0.0055	0.0457	0.12035010940919
Mannua_Huetti.7786.nuc	0.0085	0.0438	0.194063926940639
Mannua_Huetti.7789.nuc	0.0178	0.0854	0.208430913348946
Mannua_Huetti.7790.nuc	0.0123	0.1424	0.086376404494382
Mannua_Huetti.7791.nuc	0.0225	0.0624	0.360576923076923
Mannua_Huetti.7792.nuc	0.0185	0.1230	0.150406504065041
Mannua_Huetti.7793.nuc	0.0325	0.0982	0.330957230142566
Mannua_Huetti.7794.nuc	0.0092	0.0986	0.0933062880324544
Mannua_Huetti.7795.nuc	0.0035	0.0510	0.0686274509803922
Mannua_Huetti.7796.nuc	0.0434	0.0932	0.465665236051502
Mannua_Huetti.7797.nuc	0.0033	0.0756	0.0436507936507936
Mannua_Huetti.7798.nuc	0.0126	0.1132	0.1113074204947
Mannua_Huetti.78.nuc	0.0376	0.1089	0.345270890725436
Mannua_Huetti.780.nuc	0.0199	0.0686	0.290087463556851
Mannua_Huetti.7800.nuc	0.0451	0.1146	0.393542757417103
Mannua_Huetti.7801.nuc	0.0466	0.1705	0.273313782991202
Mannua_Huetti.7802.nuc	0.0351	0.1614	0.217472118959108
Mannua_Huetti.7804.nuc	0.0136	0.1609	0.0845245494095712
Mannua_Huetti.7806.nuc	0.0075	0.0669	0.112107623318386
Mannua_Huetti.7807.nuc	0.0174	0.1292	0.134674922600619
Mannua_Huetti.7808.nuc	0.0096	0.1268	0.0757097791798107
Mannua_Huetti.7809.nuc	0.0054	0.1683	0.0320855614973262
Mannua_Huetti.781.nuc	0.0508	0.1411	0.360028348688873
Mannua_Huetti.7810.nuc	0.0020	0.1200	0.0166666666666667
Mannua_Huetti.7812.nuc	0.0307	0.0824	0.372572815533981
Mannua_Huetti.7813.nuc	0.0112	0.0402	0.278606965174129
Mannua_Huetti.7815.nuc	0.0109	0.1191	0.09151973131822
Mannua_Huetti.7816.nuc	0.0128	0.1196	0.107023411371237
Mannua_Huetti.7817.nuc	0.0069	0.2157	0.0319888734353268
Mannua_Huetti.7818.nuc	0.0084	0.0969	0.086687306501548
Mannua_Huetti.7819.nuc	0.0098	0.0445	0.220224719101124
Mannua_Huetti.782.nuc	0.0049	0.0832	0.0588942307692308
Mannua_Huetti.7820.nuc	0.0120	0.0849	0.141342756183746
Mannua_Huetti.7821.nuc	0.0039	0.0959	0.040667361835245
Mannua_Huetti.7822.nuc	0.0107	0.0579	0.184801381692573
Mannua_Huetti.7823.nuc	0.0271	0.0867	0.312572087658593
Mannua_Huetti.7824.nuc	0.0277	0.1259	0.220015885623511
Mannua_Huetti.7825.nuc	0.0130	0.0891	0.145903479236813
Mannua_Huetti.7827.nuc	0.0024	0.1395	0.0172043010752688
Mannua_Huetti.7829.nuc	-0.0000	0.0568	0
Mannua_Huetti.783.nuc	0.0257	0.0961	0.267429760665973
Mannua_Huetti.7832.nuc	0.0036	0.0684	0.0526315789473684
Mannua_Huetti.7833.nuc	0.0081	0.1087	0.0745170193192272
Mannua_Huetti.7834.nuc	0.0069	0.0814	0.0847665847665848
Mannua_Huetti.7835.nuc	0.0143	0.1332	0.107357357357357
Mannua_Huetti.7836.nuc	0.0252	0.0982	0.256619144602851
Mannua_Huetti.7837.nuc	-0.0000	0.0760	0
Mannua_Huetti.7838.nuc	0.0126	0.1607	0.0784069695084007
Mannua_Huetti.7839.nuc	0.0179	0.0968	0.184917355371901
Mannua_Huetti.784.nuc	0.0090	0.1650	0.0545454545454545
Mannua_Huetti.7840.nuc	0.0204	0.1089	0.18732782369146
Mannua_Huetti.7841.nuc	0.0161	0.1642	0.0980511571254568
Mannua_Huetti.7843.nuc	0.0153	0.1737	0.0880829015544041
Mannua_Huetti.7844.nuc	0.0186	0.0991	0.187689202825429
Mannua_Huetti.7845.nuc	0.0155	0.1206	0.128524046434494
Mannua_Huetti.7847.nuc	0.0074	0.1244	0.0594855305466238
Mannua_Huetti.7848.nuc	0.0376	0.0961	0.391259105098855
Mannua_Huetti.7849.nuc	0.0117	0.0969	0.120743034055728
Mannua_Huetti.785.nuc	0.0043	0.0449	0.0957683741648107
Mannua_Huetti.7851.nuc	0.0204	0.0901	0.226415094339623
Mannua_Huetti.7852.nuc	0.0223	0.1407	0.158493248045487
Mannua_Huetti.7853.nuc	0.0175	0.0819	0.213675213675214
Mannua_Huetti.7854.nuc	-0.0000	0.2647	0
Mannua_Huetti.7856.nuc	0.0048	0.1287	0.0372960372960373
Mannua_Huetti.7857.nuc	0.0150	0.1261	0.118953211736717
Mannua_Huetti.7859.nuc	0.0103	0.0838	0.12291169451074
Mannua_Huetti.7860.nuc	0.0132	0.0785	0.168152866242038
Mannua_Huetti.7861.nuc	0.0044	0.0477	0.0922431865828092
Mannua_Huetti.7862.nuc	0.0063	0.0914	0.0689277899343545
Mannua_Huetti.7863.nuc	0.0136	0.2008	0.0677290836653386
Mannua_Huetti.7864.nuc	0.0176	0.0673	0.261515601783061
Mannua_Huetti.7865.nuc	0.0033	0.1394	0.0236728837876614
Mannua_Huetti.7866.nuc	0.0305	0.0269	1.13382899628253
Mannua_Huetti.7868.nuc	0.0147	0.0940	0.156382978723404
Mannua_Huetti.7869.nuc	0.0262	0.1293	0.202629543696829
Mannua_Huetti.787.nuc	0.0316	0.2271	0.139145750770586
Mannua_Huetti.7871.nuc	0.0112	0.1199	0.0934111759799833
Mannua_Huetti.7872.nuc	0.0162	0.0902	0.17960088691796
Mannua_Huetti.7873.nuc	0.0178	0.1317	0.135155656795748
Mannua_Huetti.7874.nuc	0.0305	0.2634	0.115793470007593
Mannua_Huetti.7876.nuc	0.0188	0.1013	0.185587364264561
Mannua_Huetti.7877.nuc	0.0059	0.0781	0.0755441741357234
Mannua_Huetti.7878.nuc	0.0265	0.1466	0.180763983628922
Mannua_Huetti.7879.nuc	0.0229	0.1293	0.177107501933488
Mannua_Huetti.7880.nuc	0.0099	0.0577	0.17157712305026
Mannua_Huetti.7881.nuc	0.0069	0.0624	0.110576923076923
Mannua_Huetti.7882.nuc	0.0164	0.1304	0.125766871165644
Mannua_Huetti.7884.nuc	0.0384	0.0489	0.785276073619632
Mannua_Huetti.7887.nuc	0.0076	0.0709	0.107193229901269
Mannua_Huetti.7888.nuc	0.0047	0.0597	0.0787269681742044
Mannua_Huetti.7889.nuc	0.1067	0.2460	0.433739837398374
Mannua_Huetti.789.nuc	0.0083	0.0553	0.150090415913201
Mannua_Huetti.7890.nuc	0.0040	0.1015	0.0394088669950739
Mannua_Huetti.7891.nuc	0.0034	0.0164	0.207317073170732
Mannua_Huetti.7893.nuc	0.0101	0.1317	0.0766894457099468
Mannua_Huetti.7894.nuc	0.0022	0.0556	0.039568345323741
Mannua_Huetti.7896.nuc	0.0084	0.1360	0.0617647058823529
Mannua_Huetti.7897.nuc	0.0289	0.0940	0.307446808510638
Mannua_Huetti.79.nuc	0.0071	0.1376	0.0515988372093023
Mannua_Huetti.790.nuc	0.0019	0.0284	0.0669014084507042
Mannua_Huetti.7901.nuc	0.0126	0.0795	0.158490566037736
Mannua_Huetti.7903.nuc	0.0141	0.1452	0.0971074380165289
Mannua_Huetti.7904.nuc	0.0503	0.0856	0.587616822429907
Mannua_Huetti.7905.nuc	0.0125	0.1366	0.0915080527086384
Mannua_Huetti.7906.nuc	0.0071	0.0433	0.163972286374134
Mannua_Huetti.7907.nuc	0.0072	0.2203	0.0326827054017249
Mannua_Huetti.7908.nuc	0.0028	0.0858	0.0326340326340326
Mannua_Huetti.791.nuc	0.0132	0.0670	0.197014925373134
Mannua_Huetti.7910.nuc	0.0235	0.1224	0.191993464052288
Mannua_Huetti.7911.nuc	0.0239	0.0810	0.295061728395062
Mannua_Huetti.7912.nuc	0.0170	0.0896	0.189732142857143
Mannua_Huetti.7913.nuc	0.0086	0.1308	0.0657492354740061
Mannua_Huetti.7916.nuc	0.0218	0.0828	0.263285024154589
Mannua_Huetti.7917.nuc	0.0166	0.0619	0.268174474959612
Mannua_Huetti.7918.nuc	0.0321	0.1213	0.264633140972795
Mannua_Huetti.7920.nuc	0.0247	0.0698	0.353868194842407
Mannua_Huetti.7922.nuc	0.0308	0.0782	0.39386189258312
Mannua_Huetti.7924.nuc	0.0185	0.0768	0.240885416666667
Mannua_Huetti.7925.nuc	0.0250	0.1414	0.176803394625177
Mannua_Huetti.7926.nuc	0.0140	0.0937	0.149413020277481
Mannua_Huetti.7927.nuc	0.0091	0.1691	0.0538143110585452
Mannua_Huetti.7929.nuc	0.0241	0.0763	0.315858453473132
Mannua_Huetti.793.nuc	0.0151	0.0723	0.208852005532503
Mannua_Huetti.7931.nuc	0.0195	0.1284	0.151869158878505
Mannua_Huetti.7932.nuc	0.0074	0.0465	0.159139784946237
Mannua_Huetti.7933.nuc	0.0207	0.1679	0.123287671232877
Mannua_Huetti.7934.nuc	0.0469	0.4358	0.107618173474071
Mannua_Huetti.7935.nuc	0.0248	0.1008	0.246031746031746
Mannua_Huetti.7937.nuc	0.0529	0.1569	0.337157425111536
Mannua_Huetti.7938.nuc	0.0026	0.1181	0.0220152413209145
Mannua_Huetti.7939.nuc	0.0028	0.0754	0.0371352785145889
Mannua_Huetti.794.nuc	0.0064	0.0543	0.117863720073665
Mannua_Huetti.7940.nuc	0.0162	0.1302	0.124423963133641
Mannua_Huetti.7941.nuc	0.0169	0.0647	0.261205564142195
Mannua_Huetti.7942.nuc	0.0196	0.0486	0.403292181069959
Mannua_Huetti.7943.nuc	0.0101	0.0646	0.156346749226006
Mannua_Huetti.7945.nuc	0.0370	0.2121	0.174446016030174
Mannua_Huetti.7948.nuc	0.0192	0.1403	0.136849607982894
Mannua_Huetti.7949.nuc	0.0126	0.1023	0.12316715542522
Mannua_Huetti.795.nuc	0.0219	0.1263	0.173396674584323
Mannua_Huetti.7951.nuc	0.0084	0.0478	0.175732217573222
Mannua_Huetti.7952.nuc	0.0030	0.0587	0.0511073253833049
Mannua_Huetti.7953.nuc	0.0047	0.0571	0.0823117338003503
Mannua_Huetti.7954.nuc	0.0058	0.0567	0.102292768959436
Mannua_Huetti.7955.nuc	0.0293	0.0503	0.582504970178926
Mannua_Huetti.7956.nuc	0.0075	0.1080	0.0694444444444444
Mannua_Huetti.7957.nuc	0.0074	0.0926	0.0799136069114471
Mannua_Huetti.7958.nuc	0.0329	0.0973	0.338129496402878
Mannua_Huetti.7959.nuc	0.0095	0.0867	0.10957324106113
Mannua_Huetti.796.nuc	0.0163	0.0747	0.218206157965194
Mannua_Huetti.7960.nuc	0.0063	0.0723	0.0871369294605809
Mannua_Huetti.7961.nuc	0.0062	0.0800	0.0775
Mannua_Huetti.7963.nuc	0.0135	0.1722	0.078397212543554
Mannua_Huetti.7964.nuc	0.0094	0.1013	0.0927936821322804
Mannua_Huetti.7965.nuc	-0.0000	0.0885	0
Mannua_Huetti.7966.nuc	0.0149	0.1570	0.0949044585987261
Mannua_Huetti.7967.nuc	0.0031	0.1474	0.0210312075983718
Mannua_Huetti.7968.nuc	0.0196	0.0972	0.201646090534979
Mannua_Huetti.7969.nuc	0.0536	0.1250	0.4288
Mannua_Huetti.797.nuc	0.0242	0.1334	0.181409295352324
Mannua_Huetti.7970.nuc	0.0157	0.1184	0.132601351351351
Mannua_Huetti.7972.nuc	0.0112	0.1283	0.0872954014029618
Mannua_Huetti.7973.nuc	-0.0000	0.0129	0
Mannua_Huetti.7974.nuc	0.0545	0.0865	0.630057803468208
Mannua_Huetti.7975.nuc	0.0029	0.0714	0.0406162464985994
Mannua_Huetti.7976.nuc	0.0095	0.1181	0.0804403048264183
Mannua_Huetti.7977.nuc	0.0094	0.0732	0.128415300546448
Mannua_Huetti.7978.nuc	0.0031	0.0203	0.152709359605911
Mannua_Huetti.798.nuc	0.0012	0.0628	0.0191082802547771
Mannua_Huetti.7980.nuc	0.0123	0.0745	0.16510067114094
Mannua_Huetti.7981.nuc	0.0125	0.0746	0.167560321715818
Mannua_Huetti.7982.nuc	0.0030	0.0400	0.075
Mannua_Huetti.7983.nuc	0.0264	0.1225	0.215510204081633
Mannua_Huetti.7984.nuc	0.0195	0.1096	0.177919708029197
Mannua_Huetti.7985.nuc	0.0079	0.0478	0.165271966527197
Mannua_Huetti.7987.nuc	0.0423	0.1525	0.277377049180328
Mannua_Huetti.7988.nuc	0.0093	0.0539	0.172541743970315
Mannua_Huetti.7989.nuc	0.0101	0.0932	0.108369098712446
Mannua_Huetti.799.nuc	-0.0000	0.0732	0
Mannua_Huetti.7990.nuc	0.0283	0.0794	0.356423173803526
Mannua_Huetti.7991.nuc	0.0164	0.1440	0.113888888888889
Mannua_Huetti.7993.nuc	0.0411	0.1447	0.28403593642018
Mannua_Huetti.7994.nuc	0.0401	0.0660	0.607575757575758
Mannua_Huetti.7995.nuc	0.0350	0.1360	0.257352941176471
Mannua_Huetti.7996.nuc	0.0090	0.1042	0.0863723608445297
Mannua_Huetti.7997.nuc	0.0198	0.0637	0.310832025117739
Mannua_Huetti.7999.nuc	0.0030	0.0666	0.045045045045045
Mannua_Huetti.8.nuc	0.0131	0.0819	0.15995115995116
Mannua_Huetti.80.nuc	0.0047	0.0525	0.0895238095238095
Mannua_Huetti.800.nuc	-0.0000	0.1423	0
Mannua_Huetti.8000.nuc	0.0152	0.0633	0.240126382306477
Mannua_Huetti.8002.nuc	0.0102	0.1407	0.0724946695095949
Mannua_Huetti.8004.nuc	0.0089	0.0753	0.118193891102258
Mannua_Huetti.8005.nuc	0.0609	0.2115	0.287943262411348
Mannua_Huetti.8007.nuc	0.0080	0.1007	0.0794438927507448
Mannua_Huetti.8009.nuc	0.0188	0.1181	0.159187129551228
Mannua_Huetti.801.nuc	0.0047	0.1565	0.0300319488817891
Mannua_Huetti.8010.nuc	0.0016	0.0991	0.0161453077699294
Mannua_Huetti.8012.nuc	0.0134	0.0963	0.139148494288681
Mannua_Huetti.8013.nuc	0.0139	0.1130	0.123008849557522
Mannua_Huetti.8014.nuc	0.0236	0.1390	0.16978417266187
Mannua_Huetti.8015.nuc	0.0146	0.0377	0.387267904509284
Mannua_Huetti.8016.nuc	0.0169	0.1114	0.151705565529623
Mannua_Huetti.8018.nuc	0.0125	0.0708	0.176553672316384
Mannua_Huetti.8019.nuc	0.0066	0.1753	0.0376497432972048
Mannua_Huetti.8020.nuc	0.0239	0.0754	0.316976127320955
Mannua_Huetti.8021.nuc	0.0138	0.1035	0.133333333333333
Mannua_Huetti.8022.nuc	0.0360	0.1064	0.338345864661654
Mannua_Huetti.8023.nuc	0.0078	0.0463	0.168466522678186
Mannua_Huetti.8024.nuc	0.0248	0.0783	0.316730523627075
Mannua_Huetti.8025.nuc	0.0350	0.1325	0.264150943396226
Mannua_Huetti.8026.nuc	0.0185	0.0950	0.194736842105263
Mannua_Huetti.8027.nuc	0.0133	0.0602	0.22093023255814
Mannua_Huetti.8028.nuc	0.0134	0.0752	0.178191489361702
Mannua_Huetti.8030.nuc	0.0114	0.0695	0.164028776978417
Mannua_Huetti.8031.nuc	0.0212	0.0877	0.241733181299886
Mannua_Huetti.8032.nuc	0.0010	0.0925	0.0108108108108108
Mannua_Huetti.8033.nuc	0.0376	0.2485	0.151307847082495
Mannua_Huetti.8034.nuc	0.0252	0.0741	0.340080971659919
Mannua_Huetti.8035.nuc	0.0182	0.0708	0.257062146892655
Mannua_Huetti.8036.nuc	0.0301	0.1104	0.272644927536232
Mannua_Huetti.8037.nuc	0.0231	0.1203	0.192019950124688
Mannua_Huetti.8039.nuc	0.0093	0.0324	0.287037037037037
Mannua_Huetti.8040.nuc	0.0028	0.0425	0.0658823529411765
Mannua_Huetti.8042.nuc	-0.0000	0.0469	0
Mannua_Huetti.8043.nuc	0.0059	0.0758	0.0778364116094987
Mannua_Huetti.8045.nuc	0.0117	0.0389	0.300771208226221
Mannua_Huetti.8046.nuc	0.0257	0.0986	0.260649087221095
Mannua_Huetti.8047.nuc	0.0093	0.0365	0.254794520547945
Mannua_Huetti.8048.nuc	0.0018	0.0927	0.0194174757281553
Mannua_Huetti.805.nuc	0.0030	0.0837	0.03584229390681
Mannua_Huetti.8050.nuc	0.0007	0.0351	0.0199430199430199
Mannua_Huetti.8052.nuc	0.0034	0.1112	0.0305755395683453
Mannua_Huetti.8053.nuc	0.0211	0.1991	0.105976896032145
Mannua_Huetti.8054.nuc	0.0198	0.0708	0.279661016949153
Mannua_Huetti.8055.nuc	0.0151	0.0843	0.179122182680902
Mannua_Huetti.8056.nuc	0.0196	0.1076	0.182156133828996
Mannua_Huetti.8057.nuc	0.0097	0.0586	0.165529010238908
Mannua_Huetti.8059.nuc	0.0222	0.1454	0.152682255845942
Mannua_Huetti.806.nuc	-0.0000	0.1222	0
Mannua_Huetti.8060.nuc	0.0222	0.1049	0.21163012392755
Mannua_Huetti.8061.nuc	0.0061	0.1101	0.0554041780199818
Mannua_Huetti.8062.nuc	0.0094	0.0972	0.0967078189300412
Mannua_Huetti.8064.nuc	0.0012	0.0382	0.031413612565445
Mannua_Huetti.8066.nuc	0.0373	0.1300	0.286923076923077
Mannua_Huetti.8068.nuc	0.0226	0.0811	0.278668310727497
Mannua_Huetti.8069.nuc	0.0044	0.0597	0.0737018425460637
Mannua_Huetti.807.nuc	0.0058	0.1090	0.0532110091743119
Mannua_Huetti.8070.nuc	0.0083	0.1435	0.0578397212543554
