an_hu	gene
Mannua_Huetti.7284.nuc comp45846_c0_seq1_m.11452
Mannua_Huetti.7285.nuc comp4584_c0_seq1_m.1265
Mannua_Huetti.7286.nuc comp45854_c0_seq1_m.11453
Mannua_Huetti.7287.nuc comp4585_c0_seq1_m.1267
Mannua_Huetti.7288.nuc comp45879_c0_seq1_m.11455
Mannua_Huetti.7289.nuc comp4591_c0_seq1_m.1293
Mannua_Huetti.729.nuc comp113313_c0_seq1_m.13246
Mannua_Huetti.7290.nuc comp4594_c0_seq1_m.1298
Mannua_Huetti.7291.nuc comp4595_c0_seq1_m.1299
Mannua_Huetti.7292.nuc comp4596_c0_seq1_m.1300
Mannua_Huetti.7293.nuc comp4598_c0_seq1_m.1301
Mannua_Huetti.7294.nuc comp45998_c0_seq1_m.11457
Mannua_Huetti.7295.nuc comp46009_c0_seq1_m.11458
Mannua_Huetti.7296.nuc comp46014_c0_seq1_m.11459
Mannua_Huetti.7297.nuc comp46051_c0_seq1_m.11461
Mannua_Huetti.7298.nuc comp4606_c0_seq2_m.21008
Mannua_Huetti.7299.nuc comp4610_c0_seq1_m.1307
Mannua_Huetti.73.nuc comp10158_c0_seq1_m.4591
Mannua_Huetti.730.nuc comp11334_c0_seq1_m.25778
Mannua_Huetti.7300.nuc comp4611_c0_seq1_m.1309
Mannua_Huetti.7301.nuc comp4614_c0_seq1_m.1310
Mannua_Huetti.7302.nuc comp4615_c0_seq1_m.1312
Mannua_Huetti.7303.nuc comp4616_c0_seq1_m.1313
Mannua_Huetti.7304.nuc comp4617_c0_seq1_m.1314
Mannua_Huetti.7305.nuc comp4618_c0_seq1_m.1316
Mannua_Huetti.7306.nuc comp4620_c0_seq1_m.1317
Mannua_Huetti.7307.nuc comp4622_c0_seq1_m.1319
Mannua_Huetti.7308.nuc comp4623_c0_seq1_m.1320
Mannua_Huetti.7309.nuc comp4624_c0_seq1_m.1321
Mannua_Huetti.731.nuc comp11335_c0_seq1_m.5371
Mannua_Huetti.7310.nuc comp4626_c0_seq1_m.1322
Mannua_Huetti.7311.nuc comp4627_c0_seq1_m.1323
Mannua_Huetti.7312.nuc comp4629_c0_seq1_m.1324
Mannua_Huetti.7313.nuc comp4630_c0_seq1_m.1325
Mannua_Huetti.7314.nuc comp4632_c0_seq1_m.1329
Mannua_Huetti.7315.nuc comp4638_c0_seq1_m.1333
Mannua_Huetti.7316.nuc comp4640_c0_seq2_m.27116
Mannua_Huetti.7317.nuc comp4642_c0_seq1_m.1335
Mannua_Huetti.7318.nuc comp4643_c0_seq1_m.1336
Mannua_Huetti.7319.nuc comp46445_c0_seq1_m.11472
Mannua_Huetti.732.nuc comp11336_c0_seq1_m.22551
Mannua_Huetti.7320.nuc comp46446_c0_seq1_m.11473
Mannua_Huetti.7321.nuc comp46448_c0_seq1_m.11474
Mannua_Huetti.7322.nuc comp4644_c0_seq1_m.1337
Mannua_Huetti.7323.nuc comp4645_c0_seq2_m.35806
Mannua_Huetti.7324.nuc comp46464_c0_seq1_m.11475
Mannua_Huetti.7325.nuc comp4646_c0_seq1_m.1338
Mannua_Huetti.7326.nuc comp4648_c0_seq1_m.1340
Mannua_Huetti.7327.nuc comp4649_c0_seq1_m.1341
Mannua_Huetti.7328.nuc comp4651_c0_seq1_m.1343
Mannua_Huetti.7329.nuc comp46561_c0_seq1_m.11477
Mannua_Huetti.733.nuc comp11337_c0_seq1_m.25933
Mannua_Huetti.7330.nuc comp4656_c0_seq1_m.1346
Mannua_Huetti.7331.nuc comp4657_c0_seq1_m.1348
Mannua_Huetti.7332.nuc comp4658_c0_seq1_m.1349
Mannua_Huetti.7333.nuc comp4660_c0_seq1_m.30250
Mannua_Huetti.7334.nuc comp46614_c0_seq1_m.11481
Mannua_Huetti.7335.nuc comp4665_c0_seq1_m.1354
Mannua_Huetti.7336.nuc comp4666_c0_seq1_m.1355
Mannua_Huetti.7337.nuc comp4668_c0_seq1_m.1356
Mannua_Huetti.7338.nuc comp46698_c0_seq1_m.11484
Mannua_Huetti.7339.nuc comp4669_c0_seq1_m.21766
Mannua_Huetti.734.nuc comp11338_c0_seq1_m.5372
Mannua_Huetti.7340.nuc comp46717_c0_seq1_m.11486
Mannua_Huetti.7341.nuc comp4676_c0_seq1_m.1361
Mannua_Huetti.7342.nuc comp4677_c0_seq1_m.1363
Mannua_Huetti.7343.nuc comp4679_c0_seq1_m.1364
Mannua_Huetti.7344.nuc comp4679_c0_seq1_m.1365
Mannua_Huetti.7345.nuc comp4680_c0_seq1_m.1370
Mannua_Huetti.7346.nuc comp4682_c0_seq1_m.29642
Mannua_Huetti.7347.nuc comp4686_c0_seq1_m.1371
Mannua_Huetti.7348.nuc comp4688_c0_seq2_m.21215
Mannua_Huetti.7349.nuc comp4694_c0_seq1_m.1373
Mannua_Huetti.735.nuc comp11339_c0_seq1_m.5373
Mannua_Huetti.7350.nuc comp4695_c0_seq1_m.1374
Mannua_Huetti.7351.nuc comp4696_c0_seq1_m.1375
Mannua_Huetti.7352.nuc comp4697_c0_seq1_m.1377
Mannua_Huetti.7353.nuc comp4698_c0_seq1_m.1378
Mannua_Huetti.7354.nuc comp4701_c0_seq1_m.1379
Mannua_Huetti.7355.nuc comp4703_c0_seq1_m.1381
Mannua_Huetti.7356.nuc comp47057_c0_seq1_m.11493
Mannua_Huetti.7357.nuc comp4706_c0_seq1_m.1389
Mannua_Huetti.7358.nuc comp4707_c0_seq1_m.1391
Mannua_Huetti.7359.nuc comp4708_c0_seq1_m.1394
Mannua_Huetti.736.nuc comp11341_c0_seq1_m.23213
Mannua_Huetti.7360.nuc comp4709_c0_seq1_m.1395
Mannua_Huetti.7361.nuc comp4711_c0_seq1_m.1396
Mannua_Huetti.7362.nuc comp4713_c0_seq1_m.1397
Mannua_Huetti.7363.nuc comp4715_c0_seq1_m.1398
Mannua_Huetti.7364.nuc comp47177_c0_seq1_m.11496
Mannua_Huetti.7365.nuc comp4717_c0_seq1_m.1400
Mannua_Huetti.7366.nuc comp4719_c0_seq1_m.1402
Mannua_Huetti.7367.nuc comp4720_c0_seq1_m.1404
Mannua_Huetti.7368.nuc comp4723_c0_seq1_m.1405
Mannua_Huetti.7369.nuc comp4724_c0_seq1_m.1406
Mannua_Huetti.737.nuc comp11342_c0_seq1_m.5375
Mannua_Huetti.7370.nuc comp4726_c0_seq1_m.1407
Mannua_Huetti.7371.nuc comp4728_c0_seq1_m.1408
Mannua_Huetti.7372.nuc comp4731_c0_seq1_m.1410
Mannua_Huetti.7373.nuc comp4732_c0_seq1_m.1411
Mannua_Huetti.7374.nuc comp4733_c0_seq1_m.1412
Mannua_Huetti.7375.nuc comp4734_c0_seq1_m.1413
Mannua_Huetti.7376.nuc comp4735_c0_seq1_m.1414
Mannua_Huetti.7377.nuc comp47366_c0_seq1_m.11499
Mannua_Huetti.7378.nuc comp4736_c0_seq1_m.31324
Mannua_Huetti.7379.nuc comp4738_c0_seq1_m.1415
Mannua_Huetti.738.nuc comp11346_c0_seq1_m.30671
Mannua_Huetti.7380.nuc comp4739_c0_seq1_m.1416
Mannua_Huetti.7381.nuc comp47401_c0_seq1_m.11500
Mannua_Huetti.7382.nuc comp4740_c0_seq1_m.1417
Mannua_Huetti.7383.nuc comp47426_c0_seq1_m.11502
Mannua_Huetti.7384.nuc comp4742_c0_seq1_m.20786
Mannua_Huetti.7385.nuc comp4744_c0_seq1_m.1424
Mannua_Huetti.7386.nuc comp4747_c0_seq1_m.1425
Mannua_Huetti.7387.nuc comp4748_c0_seq1_m.1426
Mannua_Huetti.7388.nuc comp47490_c0_seq1_m.11504
Mannua_Huetti.7389.nuc comp47506_c0_seq1_m.11505
Mannua_Huetti.739.nuc comp11347_c0_seq1_m.5377
Mannua_Huetti.7390.nuc comp4750_c0_seq1_m.1427
Mannua_Huetti.7391.nuc comp4751_c0_seq1_m.1428
Mannua_Huetti.7392.nuc comp4753_c0_seq1_m.28572
Mannua_Huetti.7393.nuc comp4755_c0_seq1_m.1429
Mannua_Huetti.7394.nuc comp47567_c0_seq1_m.11508
Mannua_Huetti.7395.nuc comp47573_c0_seq1_m.11509
Mannua_Huetti.7396.nuc comp4758_c0_seq1_m.21941
Mannua_Huetti.7397.nuc comp4762_c0_seq1_m.1431
Mannua_Huetti.7398.nuc comp4763_c0_seq1_m.1432
Mannua_Huetti.7399.nuc comp4764_c0_seq1_m.1433
Mannua_Huetti.74.nuc comp10159_c0_seq1_m.4593
Mannua_Huetti.740.nuc comp11348_c0_seq3_m.24462
Mannua_Huetti.7400.nuc comp4766_c0_seq1_m.27264
Mannua_Huetti.7401.nuc comp4767_c0_seq1_m.16974
Mannua_Huetti.7402.nuc comp4768_c0_seq1_m.1436
Mannua_Huetti.7403.nuc comp4769_c0_seq1_m.1437
Mannua_Huetti.7404.nuc comp4770_c0_seq1_m.1438
Mannua_Huetti.7405.nuc comp4774_c0_seq1_m.1439
Mannua_Huetti.7406.nuc comp4776_c0_seq1_m.17314
Mannua_Huetti.7407.nuc comp4777_c0_seq1_m.1440
Mannua_Huetti.7408.nuc comp4779_c0_seq1_m.21643
Mannua_Huetti.7409.nuc comp4780_c0_seq1_m.1445
Mannua_Huetti.741.nuc comp11349_c0_seq1_m.5378
Mannua_Huetti.7410.nuc comp4781_c0_seq2_m.23059
Mannua_Huetti.7411.nuc comp4782_c0_seq1_m.1446
Mannua_Huetti.7412.nuc comp4783_c0_seq1_m.1447
Mannua_Huetti.7413.nuc comp4787_c0_seq1_m.27292
Mannua_Huetti.7414.nuc comp4788_c0_seq1_m.30782
Mannua_Huetti.7415.nuc comp4791_c0_seq1_m.1456
Mannua_Huetti.7416.nuc comp4792_c0_seq1_m.1457
Mannua_Huetti.7417.nuc comp4793_c0_seq1_m.1458
Mannua_Huetti.7418.nuc comp4799_c0_seq1_m.1460
Mannua_Huetti.7419.nuc comp4803_c0_seq1_m.1463
Mannua_Huetti.742.nuc comp11350_c0_seq1_m.19258
Mannua_Huetti.7420.nuc comp4806_c0_seq1_m.1464
Mannua_Huetti.7421.nuc comp4808_c0_seq1_m.1465
Mannua_Huetti.7422.nuc comp4809_c0_seq1_m.29168
Mannua_Huetti.7423.nuc comp4810_c0_seq1_m.1466
Mannua_Huetti.7424.nuc comp4812_c0_seq1_m.1468
Mannua_Huetti.7425.nuc comp4815_c0_seq1_m.1471
Mannua_Huetti.7426.nuc comp4819_c0_seq1_m.1475
Mannua_Huetti.7427.nuc comp4820_c0_seq1_m.1477
Mannua_Huetti.7428.nuc comp4821_c0_seq1_m.1478
Mannua_Huetti.7429.nuc comp4827_c0_seq1_m.1480
Mannua_Huetti.743.nuc comp11351_c0_seq4_m.25894
Mannua_Huetti.7430.nuc comp4828_c0_seq1_m.1481
Mannua_Huetti.7431.nuc comp4830_c0_seq1_m.32223
Mannua_Huetti.7432.nuc comp4831_c0_seq1_m.1485
Mannua_Huetti.7433.nuc comp4832_c0_seq1_m.1488
Mannua_Huetti.7434.nuc comp4835_c0_seq1_m.1489
Mannua_Huetti.7435.nuc comp4836_c0_seq1_m.1490
Mannua_Huetti.7436.nuc comp4837_c0_seq1_m.1491
Mannua_Huetti.7437.nuc comp4840_c0_seq1_m.1493
Mannua_Huetti.7438.nuc comp48430_c0_seq1_m.11519
Mannua_Huetti.7439.nuc comp4845_c0_seq1_m.1495
Mannua_Huetti.744.nuc comp11352_c0_seq1_m.5379
Mannua_Huetti.7440.nuc comp48461_c0_seq1_m.11520
Mannua_Huetti.7441.nuc comp4848_c0_seq1_m.1501
Mannua_Huetti.7442.nuc comp4849_c0_seq1_m.1502
Mannua_Huetti.7443.nuc comp48514_c0_seq1_m.11523
Mannua_Huetti.7444.nuc comp4851_c0_seq1_m.1505
Mannua_Huetti.7445.nuc comp48521_c0_seq1_m.11524
Mannua_Huetti.7446.nuc comp48550_c0_seq1_m.11525
Mannua_Huetti.7447.nuc comp4856_c0_seq1_m.1511
Mannua_Huetti.7448.nuc comp48574_c0_seq1_m.11526
Mannua_Huetti.7449.nuc comp48580_c0_seq1_m.11527
Mannua_Huetti.745.nuc comp11354_c0_seq1_m.25514
Mannua_Huetti.7450.nuc comp4859_c0_seq1_m.1513
Mannua_Huetti.7451.nuc comp4860_c0_seq1_m.1514
Mannua_Huetti.7452.nuc comp4861_c0_seq1_m.30360
Mannua_Huetti.7453.nuc comp48623_c0_seq1_m.11529
Mannua_Huetti.7454.nuc comp4862_c0_seq1_m.38942
Mannua_Huetti.7455.nuc comp4864_c0_seq1_m.1515
Mannua_Huetti.7456.nuc comp4866_c0_seq1_m.17294
Mannua_Huetti.7457.nuc comp4867_c0_seq1_m.36094
Mannua_Huetti.7458.nuc comp4871_c0_seq1_m.1518
Mannua_Huetti.7459.nuc comp4872_c0_seq1_m.1519
Mannua_Huetti.746.nuc comp11354_c0_seq1_m.25515
Mannua_Huetti.7460.nuc comp4873_c0_seq1_m.1521
Mannua_Huetti.7461.nuc comp4874_c0_seq2_m.37903
Mannua_Huetti.7462.nuc comp4878_c0_seq1_m.1522
Mannua_Huetti.7463.nuc comp48792_c0_seq1_m.11533
Mannua_Huetti.7464.nuc comp4880_c0_seq1_m.32220
Mannua_Huetti.7465.nuc comp4881_c0_seq2_m.23659
Mannua_Huetti.7466.nuc comp4883_c0_seq1_m.1523
Mannua_Huetti.7467.nuc comp48874_c0_seq1_m.11534
Mannua_Huetti.7468.nuc comp4889_c0_seq1_m.1526
Mannua_Huetti.7469.nuc comp4891_c0_seq1_m.26887
Mannua_Huetti.747.nuc comp11356_c0_seq3_m.31237
Mannua_Huetti.7470.nuc comp4892_c0_seq1_m.37149
Mannua_Huetti.7471.nuc comp4893_c0_seq1_m.1527
Mannua_Huetti.7472.nuc comp4896_c0_seq1_m.1531
Mannua_Huetti.7473.nuc comp4897_c0_seq1_m.1532
Mannua_Huetti.7474.nuc comp4898_c0_seq1_m.1533
Mannua_Huetti.7475.nuc comp4899_c0_seq1_m.1534
Mannua_Huetti.7476.nuc comp4901_c0_seq1_m.33739
Mannua_Huetti.7477.nuc comp4902_c0_seq1_m.1535
Mannua_Huetti.7478.nuc comp4903_c0_seq1_m.1536
Mannua_Huetti.7479.nuc comp4904_c0_seq1_m.1537
Mannua_Huetti.748.nuc comp11358_c0_seq1_m.5382
Mannua_Huetti.7480.nuc comp4905_c0_seq1_m.1538
Mannua_Huetti.7481.nuc comp4908_c0_seq1_m.1539
Mannua_Huetti.7482.nuc comp4911_c0_seq1_m.1540
Mannua_Huetti.7483.nuc comp4912_c0_seq1_m.1541
Mannua_Huetti.7484.nuc comp4913_c0_seq1_m.1542
Mannua_Huetti.7485.nuc comp4914_c0_seq1_m.1543
Mannua_Huetti.7486.nuc comp4915_c0_seq1_m.1544
Mannua_Huetti.7487.nuc comp4917_c0_seq1_m.1545
Mannua_Huetti.7488.nuc comp4919_c0_seq1_m.1546
Mannua_Huetti.7489.nuc comp4921_c0_seq1_m.19985
Mannua_Huetti.749.nuc comp11359_c0_seq1_m.5383
Mannua_Huetti.7490.nuc comp4922_c0_seq1_m.1547
Mannua_Huetti.7491.nuc comp4926_c0_seq1_m.1549
Mannua_Huetti.7492.nuc comp4927_c0_seq1_m.1551
Mannua_Huetti.7493.nuc comp4929_c0_seq1_m.1556
Mannua_Huetti.7494.nuc comp4930_c0_seq1_m.38312
Mannua_Huetti.7495.nuc comp4933_c0_seq1_m.1557
Mannua_Huetti.7496.nuc comp4937_c0_seq1_m.1562
Mannua_Huetti.7497.nuc comp4942_c0_seq1_m.1563
Mannua_Huetti.7498.nuc comp49432_c0_seq1_m.11538
Mannua_Huetti.7499.nuc comp4943_c0_seq1_m.1565
Mannua_Huetti.75.nuc comp10161_c0_seq1_m.4595
Mannua_Huetti.750.nuc comp11360_c0_seq1_m.5384
Mannua_Huetti.7500.nuc comp49452_c0_seq1_m.11540
Mannua_Huetti.7501.nuc comp49456_c0_seq1_m.11541
Mannua_Huetti.7502.nuc comp4946_c0_seq1_m.1566
Mannua_Huetti.7503.nuc comp4947_c0_seq1_m.1567
Mannua_Huetti.7504.nuc comp4948_c0_seq1_m.1568
Mannua_Huetti.7505.nuc comp4949_c0_seq1_m.1570
Mannua_Huetti.7506.nuc comp4951_c0_seq1_m.1572
Mannua_Huetti.7507.nuc comp4953_c0_seq1_m.1573
Mannua_Huetti.7508.nuc comp49545_c0_seq1_m.11546
Mannua_Huetti.7509.nuc comp4954_c0_seq1_m.1574
Mannua_Huetti.751.nuc comp11362_c0_seq1_m.5387
Mannua_Huetti.7510.nuc comp4955_c0_seq2_m.36277
Mannua_Huetti.7511.nuc comp4959_c0_seq2_m.20464
Mannua_Huetti.7512.nuc comp49608_c0_seq1_m.11547
Mannua_Huetti.7513.nuc comp4960_c0_seq1_m.1576
Mannua_Huetti.7514.nuc comp49616_c0_seq1_m.11549
Mannua_Huetti.7515.nuc comp4961_c0_seq1_m.1577
Mannua_Huetti.7516.nuc comp4962_c0_seq1_m.1578
Mannua_Huetti.7517.nuc comp4963_c0_seq1_m.1580
Mannua_Huetti.7518.nuc comp4964_c0_seq1_m.1581
Mannua_Huetti.7519.nuc comp4965_c0_seq1_m.1582
Mannua_Huetti.752.nuc comp11363_c0_seq1_m.27211
Mannua_Huetti.7520.nuc comp4969_c0_seq1_m.1585
Mannua_Huetti.7521.nuc comp49704_c0_seq1_m.11554
Mannua_Huetti.7522.nuc comp4972_c1_seq1_m.37204
Mannua_Huetti.7523.nuc comp49736_c0_seq1_m.11555
Mannua_Huetti.7524.nuc comp4973_c0_seq1_m.34674
Mannua_Huetti.7525.nuc comp4979_c0_seq1_m.1591
Mannua_Huetti.7526.nuc comp4981_c0_seq1_m.1592
Mannua_Huetti.7527.nuc comp4982_c0_seq1_m.1593
Mannua_Huetti.7528.nuc comp49833_c0_seq1_m.11556
Mannua_Huetti.7529.nuc comp4983_c0_seq1_m.1595
Mannua_Huetti.753.nuc comp11365_c0_seq1_m.5390
Mannua_Huetti.7530.nuc comp4984_c0_seq1_m.1596
Mannua_Huetti.7531.nuc comp4986_c0_seq1_m.1601
Mannua_Huetti.7532.nuc comp49880_c0_seq1_m.11557
Mannua_Huetti.7533.nuc comp4988_c0_seq1_m.1602
Mannua_Huetti.7534.nuc comp4989_c0_seq1_m.1603
Mannua_Huetti.7535.nuc comp4991_c0_seq1_m.1604
Mannua_Huetti.7536.nuc comp4993_c0_seq1_m.1605
Mannua_Huetti.7537.nuc comp4997_c0_seq1_m.16284
Mannua_Huetti.7538.nuc comp4998_c0_seq1_m.1606
Mannua_Huetti.7539.nuc comp4999_c0_seq1_m.25341
Mannua_Huetti.754.nuc comp11366_c0_seq1_m.5391
Mannua_Huetti.7540.nuc comp4_c0_seq1_m.22710
Mannua_Huetti.7541.nuc comp5000_c0_seq1_m.16590
Mannua_Huetti.7542.nuc comp5001_c0_seq1_m.1607
Mannua_Huetti.7543.nuc comp5002_c0_seq1_m.1609
Mannua_Huetti.7544.nuc comp5004_c0_seq1_m.1611
Mannua_Huetti.7545.nuc comp5007_c0_seq1_m.1614
Mannua_Huetti.7546.nuc comp5008_c0_seq1_m.32069
Mannua_Huetti.7547.nuc comp50101_c0_seq1_m.11558
Mannua_Huetti.7548.nuc comp5011_c0_seq1_m.1619
Mannua_Huetti.7549.nuc comp5012_c0_seq1_m.1620
Mannua_Huetti.755.nuc comp11367_c0_seq1_m.5393
Mannua_Huetti.7550.nuc comp5014_c0_seq1_m.1622
Mannua_Huetti.7551.nuc comp5018_c0_seq1_m.1623
Mannua_Huetti.7552.nuc comp5019_c0_seq1_m.1625
Mannua_Huetti.7553.nuc comp5020_c0_seq1_m.1626
Mannua_Huetti.7554.nuc comp50215_c0_seq1_m.16074
Mannua_Huetti.7555.nuc comp5021_c0_seq1_m.1628
Mannua_Huetti.7556.nuc comp5022_c0_seq1_m.1630
Mannua_Huetti.7557.nuc comp5023_c0_seq1_m.1631
Mannua_Huetti.7558.nuc comp5024_c0_seq1_m.20952
Mannua_Huetti.7559.nuc comp5025_c0_seq1_m.29330
Mannua_Huetti.756.nuc comp11370_c0_seq1_m.5395
Mannua_Huetti.7560.nuc comp5028_c0_seq1_m.1633
Mannua_Huetti.7561.nuc comp5030_c0_seq1_m.20767
Mannua_Huetti.7562.nuc comp5031_c0_seq1_m.1636
Mannua_Huetti.7563.nuc comp50334_c0_seq1_m.11559
Mannua_Huetti.7564.nuc comp5035_c0_seq1_m.1637
Mannua_Huetti.7565.nuc comp5036_c0_seq1_m.1638
Mannua_Huetti.7566.nuc comp5037_c0_seq1_m.31577
Mannua_Huetti.7567.nuc comp5038_c0_seq1_m.1640
Mannua_Huetti.7568.nuc comp5040_c0_seq1_m.1641
Mannua_Huetti.7569.nuc comp5041_c0_seq1_m.1642
Mannua_Huetti.757.nuc comp11371_c0_seq1_m.5396
Mannua_Huetti.7570.nuc comp5042_c1_seq1_m.23576
Mannua_Huetti.7571.nuc comp5043_c0_seq1_m.1643
Mannua_Huetti.7572.nuc comp50440_c0_seq1_m.11561
Mannua_Huetti.7573.nuc comp5044_c0_seq1_m.1645
Mannua_Huetti.7574.nuc comp5045_c0_seq1_m.1646
Mannua_Huetti.7575.nuc comp5047_c0_seq1_m.1648
Mannua_Huetti.7576.nuc comp5048_c0_seq1_m.1649
Mannua_Huetti.7577.nuc comp50507_c0_seq1_m.11562
Mannua_Huetti.7578.nuc comp5051_c0_seq1_m.1651
Mannua_Huetti.7579.nuc comp5052_c0_seq1_m.1652
Mannua_Huetti.758.nuc comp11372_c0_seq1_m.5399
Mannua_Huetti.7580.nuc comp50566_c0_seq1_m.11565
Mannua_Huetti.7581.nuc comp50570_c0_seq1_m.11566
Mannua_Huetti.7582.nuc comp5057_c0_seq1_m.1655
Mannua_Huetti.7583.nuc comp5058_c0_seq1_m.20763
Mannua_Huetti.7584.nuc comp5061_c0_seq1_m.1660
Mannua_Huetti.7585.nuc comp5062_c0_seq1_m.33031
Mannua_Huetti.7586.nuc comp50642_c0_seq1_m.11570
Mannua_Huetti.7587.nuc comp50664_c0_seq1_m.11571
Mannua_Huetti.7588.nuc comp5066_c0_seq1_m.1663
Mannua_Huetti.7589.nuc comp5067_c0_seq1_m.36428
Mannua_Huetti.759.nuc comp11373_c0_seq1_m.5401
Mannua_Huetti.7590.nuc comp5068_c0_seq1_m.1664
Mannua_Huetti.7591.nuc comp50692_c0_seq1_m.11575
Mannua_Huetti.7592.nuc comp5071_c0_seq1_m.1667
Mannua_Huetti.7593.nuc comp5072_c0_seq1_m.1668
Mannua_Huetti.7594.nuc comp50740_c0_seq1_m.11577
Mannua_Huetti.7595.nuc comp5075_c0_seq1_m.1671
Mannua_Huetti.7596.nuc comp5076_c0_seq1_m.23486
Mannua_Huetti.7597.nuc comp5077_c0_seq1_m.37817
Mannua_Huetti.7598.nuc comp5079_c0_seq1_m.1672
Mannua_Huetti.7599.nuc comp50800_c0_seq1_m.11578
Mannua_Huetti.76.nuc comp10162_c0_seq1_m.4598
Mannua_Huetti.760.nuc comp11376_c0_seq1_m.28811
Mannua_Huetti.7600.nuc comp5080_c0_seq1_m.1674
Mannua_Huetti.7601.nuc comp5081_c0_seq1_m.1675
Mannua_Huetti.7602.nuc comp5084_c0_seq1_m.1677
Mannua_Huetti.7603.nuc comp5086_c0_seq1_m.35147
Mannua_Huetti.7604.nuc comp50887_c0_seq1_m.11579
Mannua_Huetti.7605.nuc comp5088_c0_seq1_m.37320
Mannua_Huetti.7606.nuc comp5089_c0_seq1_m.1679
Mannua_Huetti.7607.nuc comp5090_c0_seq1_m.1680
Mannua_Huetti.7608.nuc comp5092_c0_seq1_m.1682
Mannua_Huetti.7609.nuc comp50938_c0_seq1_m.11581
Mannua_Huetti.761.nuc comp11376_c0_seq1_m.28812
Mannua_Huetti.7610.nuc comp5093_c0_seq1_m.37782
Mannua_Huetti.7611.nuc comp5097_c0_seq1_m.32443
Mannua_Huetti.7612.nuc comp5100_c0_seq1_m.27034
Mannua_Huetti.7613.nuc comp5102_c0_seq1_m.17262
Mannua_Huetti.7614.nuc comp5103_c0_seq1_m.1686
Mannua_Huetti.7615.nuc comp5105_c0_seq1_m.1689
Mannua_Huetti.7616.nuc comp5106_c0_seq1_m.1690
Mannua_Huetti.7617.nuc comp51073_c0_seq1_m.11586
Mannua_Huetti.7618.nuc comp5107_c0_seq1_m.1691
Mannua_Huetti.7619.nuc comp5108_c0_seq1_m.1692
Mannua_Huetti.762.nuc comp11384_c0_seq1_m.26749
Mannua_Huetti.7620.nuc comp51102_c0_seq1_m.11587
Mannua_Huetti.7621.nuc comp5113_c0_seq1_m.1695
Mannua_Huetti.7622.nuc comp51178_c0_seq1_m.11589
Mannua_Huetti.7623.nuc comp5117_c0_seq1_m.1697
Mannua_Huetti.7624.nuc comp5121_c0_seq1_m.1701
Mannua_Huetti.7625.nuc comp5127_c0_seq1_m.1703
Mannua_Huetti.7626.nuc comp5128_c0_seq1_m.1704
Mannua_Huetti.7627.nuc comp51290_c0_seq1_m.11590
Mannua_Huetti.7628.nuc comp5131_c0_seq1_m.1706
Mannua_Huetti.7629.nuc comp5132_c0_seq1_m.1707
Mannua_Huetti.763.nuc comp11385_c0_seq1_m.5407
Mannua_Huetti.7630.nuc comp5133_c0_seq1_m.1708
Mannua_Huetti.7631.nuc comp5136_c0_seq1_m.1710
Mannua_Huetti.7632.nuc comp5139_c0_seq1_m.1713
Mannua_Huetti.7633.nuc comp51411_c0_seq1_m.11591
Mannua_Huetti.7634.nuc comp5141_c0_seq1_m.1714
Mannua_Huetti.7635.nuc comp5142_c0_seq1_m.1715
Mannua_Huetti.7636.nuc comp5145_c0_seq1_m.30934
Mannua_Huetti.7637.nuc comp5147_c0_seq1_m.1717
Mannua_Huetti.7638.nuc comp5148_c0_seq1_m.1719
Mannua_Huetti.7639.nuc comp5149_c0_seq1_m.1720
Mannua_Huetti.764.nuc comp11386_c0_seq1_m.15333
Mannua_Huetti.7640.nuc comp5150_c0_seq1_m.1721
Mannua_Huetti.7641.nuc comp5153_c0_seq1_m.1723
Mannua_Huetti.7642.nuc comp5154_c0_seq1_m.26067
Mannua_Huetti.7643.nuc comp5155_c0_seq1_m.27308
Mannua_Huetti.7644.nuc comp5156_c0_seq1_m.16323
Mannua_Huetti.7645.nuc comp5157_c0_seq1_m.1724
Mannua_Huetti.7646.nuc comp5163_c0_seq1_m.37012
Mannua_Huetti.7647.nuc comp5165_c0_seq1_m.1730
Mannua_Huetti.7648.nuc comp5168_c0_seq1_m.1732
Mannua_Huetti.7649.nuc comp5171_c0_seq1_m.1733
Mannua_Huetti.765.nuc comp11389_c0_seq1_m.37336
Mannua_Huetti.7650.nuc comp5172_c0_seq1_m.1734
Mannua_Huetti.7651.nuc comp5173_c0_seq1_m.1735
Mannua_Huetti.7652.nuc comp51745_c0_seq1_m.11597
Mannua_Huetti.7653.nuc comp5181_c0_seq1_m.1738
Mannua_Huetti.7654.nuc comp5189_c0_seq1_m.1743
Mannua_Huetti.7655.nuc comp51928_c0_seq1_m.11605
Mannua_Huetti.7656.nuc comp5192_c0_seq1_m.1746
Mannua_Huetti.7657.nuc comp519_c0_seq1_m.149
Mannua_Huetti.7658.nuc comp5210_c0_seq1_m.1749
Mannua_Huetti.7659.nuc comp52141_c0_seq1_m.11610
Mannua_Huetti.766.nuc comp11390_c0_seq1_m.5410
Mannua_Huetti.7660.nuc comp5214_c0_seq1_m.32440
Mannua_Huetti.7661.nuc comp5215_c0_seq1_m.1750
Mannua_Huetti.7662.nuc comp52167_c0_seq1_m.11611
Mannua_Huetti.7663.nuc comp521_c0_seq1_m.151
Mannua_Huetti.7664.nuc comp52226_c0_seq1_m.11612
Mannua_Huetti.7665.nuc comp5222_c0_seq1_m.34676
Mannua_Huetti.7666.nuc comp52318_c0_seq1_m.11615
