CHROM	sites	length	PI
comp59324_c0_seq1_m.11767	0	1755	0
comp59389_c0_seq1_m.11768	1	1623	0.000616142945163278
comp5939_c0_seq1_m.2050	1	1098	0.000910746812386157
comp5940_c0_seq1_m.35981	3	1584	0.00189393939393939
comp5941_c0_seq1_m.25311	0	369	0
comp5941_c0_seq2_m.25312	0	1263	0
comp5943_c0_seq1_m.17866	0	435	0
comp59446_c0_seq1_m.11770	19	345	0.0550724637681159
comp5944_c0_seq1_m.2051	5	822	0.00608272506082725
comp59493_c0_seq1_m.11773	1	1527	0.000654878847413229
comp5950_c0_seq1_m.2053	0	1650	0
comp59514_c0_seq1_m.11774	1	2475	0.000404040404040404
comp59520_c0_seq1_m.11775	4	630	0.00634920634920635
comp5954_c0_seq1_m.2054	0	1206	0
comp59556_c0_seq1_m.11778	13	1182	0.0109983079526227
comp59571_c0_seq1_m.11779	26	993	0.0261832829808661
comp59607_c0_seq1_m.11780	5	468	0.0106837606837607
comp59617_c0_seq1_m.11781	0	546	0
comp59617_c0_seq1_m.11782	0	318	0
comp5961_c0_seq1_m.2055	0	1302	0
comp5964_c1_seq1_m.33407	22	321	0.0685358255451713
comp5965_c0_seq2_m.37460	0	1089	0
comp5966_c0_seq1_m.2056	4	1524	0.0026246719160105
comp59679_c0_seq1_m.11783	1	1794	0.000557413600891862
comp5967_c0_seq1_m.33729	16	975	0.0164102564102564
comp5970_c0_seq1_m.2058	13	1074	0.0121042830540037
comp5972_c0_seq1_m.15845	0	2088	0
comp59735_c0_seq1_m.11785	6	495	0.0121212121212121
comp5976_c0_seq1_m.2059	1	1494	0.000669344042838019
comp5978_c0_seq1_m.2060	1	699	0.00143061516452074
comp5981_c0_seq1_m.2061	1	690	0.00144927536231884
comp59875_c0_seq1_m.11786	1	522	0.00191570881226054
comp59903_c0_seq1_m.11788	4	981	0.00407747196738022
comp5990_c0_seq1_m.2062	9	324	0.0277777777777778
comp5993_c0_seq1_m.2063	1	1095	0.00091324200913242
comp5993_c0_seq1_m.2064	2	726	0.00275482093663912
comp5994_c0_seq1_m.2067	29	1377	0.0210602759622367
comp59950_c0_seq1_m.11789	5	684	0.00730994152046784
comp59999_c0_seq1_m.11790	0	1923	0
comp599_c0_seq1_m.169	2	306	0.0065359477124183
comp6000_c0_seq1_m.2068	8	570	0.0140350877192982
comp6001_c0_seq1_m.2069	0	1482	0
comp60023_c0_seq1_m.11792	0	711	0
comp60025_c0_seq1_m.11793	1	834	0.00119904076738609
comp6003_c0_seq1_m.2070	33	1392	0.0237068965517241
comp6005_c0_seq1_m.2071	4	1029	0.00388726919339164
comp6013_c0_seq1_m.2072	2	888	0.00225225225225225
comp6013_c0_seq1_m.2073	1	717	0.00139470013947001
comp60169_c0_seq1_m.11795	6	1506	0.00398406374501992
comp6017_c0_seq1_m.2074	0	495	0
comp6018_c0_seq1_m.2075	1	771	0.0012970168612192
comp6019_c0_seq1_m.33507	0	621	0
comp601_c0_seq1_m.170	8	339	0.023598820058997
comp60229_c0_seq1_m.11796	2	984	0.00203252032520325
comp6026_c0_seq1_m.2076	0	339	0
comp6027_c0_seq1_m.2077	7	1131	0.00618921308576481
comp6030_c0_seq1_m.2078	0	615	0
comp6034_c0_seq1_m.2079	1	3159	0.000316555872111428
comp6035_c0_seq1_m.17896	7	1683	0.0041592394533571
comp6036_c0_seq1_m.2080	7	681	0.0102790014684288
comp6037_c0_seq1_m.2081	1	408	0.00245098039215686
comp603_c0_seq1_m.171	67	981	0.0682976554536188
comp60409_c0_seq1_m.11797	3	711	0.00421940928270042
comp6042_c0_seq1_m.2082	1	369	0.002710027100271
comp6045_c0_seq1_m.2084	7	1599	0.00437773608505316
comp6047_c0_seq1_m.2085	0	1515	0
comp6050_c0_seq1_m.2088	3	327	0.00917431192660551
comp6051_c0_seq1_m.2089	6	663	0.00904977375565611
comp6052_c0_seq2_m.26491	4	1317	0.00303720577069096
comp6055_c0_seq1_m.2090	5	1353	0.00369549150036955
comp6059_c0_seq1_m.27126	4	528	0.00757575757575758
comp605_c0_seq1_m.172	2	879	0.00227531285551763
comp60618_c0_seq1_m.11799	4	939	0.00425985090521832
comp6062_c0_seq1_m.2096	0	627	0
comp6063_c0_seq1_m.2097	3	732	0.00409836065573771
comp6064_c0_seq1_m.2098	1	2079	0.000481000481000481
comp6066_c0_seq1_m.2100	0	780	0
comp6067_c0_seq1_m.2101	0	1896	0
comp6068_c0_seq1_m.34173	1	4287	0.000233263354327035
comp6069_c0_seq1_m.2102	1	618	0.00161812297734628
comp6070_c0_seq1_m.2103	14	1056	0.0132575757575758
comp6071_c0_seq1_m.2104	0	672	0
comp6072_c0_seq1_m.30349	11	378	0.0291005291005291
comp60753_c0_seq1_m.11801	0	951	0
comp60796_c0_seq1_m.11803	7	897	0.00780379041248606
comp6079_c0_seq1_m.2105	10	1260	0.00793650793650794
comp6079_c0_seq1_m.2106	20	1179	0.0169635284139101
comp6080_c0_seq1_m.23024	3	1017	0.00294985250737463
comp6080_c0_seq2_m.23026	4	1674	0.002389486260454
comp6081_c0_seq1_m.2107	1	1902	0.000525762355415352
comp6084_c0_seq1_m.2110	0	384	0
comp6087_c0_seq1_m.2112	0	363	0
comp6088_c0_seq1_m.2113	2	591	0.00338409475465313
comp6089_c0_seq1_m.2115	26	1329	0.0195635816403311
comp60948_c0_seq1_m.11805	2	1071	0.00186741363211951
comp60948_c0_seq1_m.11806	7	351	0.0199430199430199
comp6095_c0_seq1_m.2117	2	402	0.00497512437810945
comp60969_c0_seq1_m.11808	0	1563	0
comp60975_c0_seq1_m.11809	4	885	0.00451977401129944
comp6098_c0_seq1_m.29480	1	984	0.00101626016260163
comp61005_c0_seq1_m.11810	4	2898	0.00138026224982747
comp61017_c0_seq1_m.11813	3	2691	0.00111482720178372
comp61027_c0_seq1_m.11815	8	504	0.0158730158730159
comp6103_c0_seq1_m.32857	5	1125	0.00444444444444444
comp6104_c0_seq1_m.31417	8	390	0.0205128205128205
comp61057_c0_seq1_m.11816	2	657	0.0030441400304414
comp6105_c0_seq1_m.20413	1	936	0.00106837606837607
comp6105_c1_seq1_m.20414	1	630	0.00158730158730159
comp61064_c0_seq1_m.11818	0	897	0
comp61079_c0_seq1_m.11820	105	1176	0.0892857142857143
comp610_c0_seq1_m.175	0	507	0
comp6111_c0_seq1_m.2122	4	1035	0.00386473429951691
comp6113_c0_seq1_m.2123	4	555	0.00720720720720721
comp6116_c0_seq1_m.30959	22	1383	0.0159074475777296
comp6117_c0_seq1_m.2124	17	669	0.0254110612855007
comp61193_c0_seq1_m.11823	41	1290	0.0317829457364341
comp6119_c0_seq1_m.2127	0	1299	0
comp6120_c0_seq1_m.2128	11	327	0.0336391437308868
comp6122_c0_seq1_m.25059	1	1662	0.000601684717208183
comp6126_c0_seq1_m.27746	4	2103	0.0019020446980504
comp6126_c1_seq1_m.27747	1	705	0.00141843971631206
comp6128_c0_seq1_m.2129	17	1908	0.00890985324947589
comp6133_c0_seq1_m.2133	47	918	0.05119825708061
comp6135_c0_seq1_m.2134	3	549	0.00546448087431694
comp6136_c0_seq2_m.16588	2	306	0.0065359477124183
comp6137_c0_seq1_m.2135	30	1533	0.0195694716242661
comp613_c0_seq1_m.176	1	861	0.00116144018583043
comp613_c0_seq1_m.177	0	714	0
comp61400_c0_seq1_m.11827	15	867	0.0173010380622837
comp61412_c0_seq1_m.11828	15	918	0.0163398692810458
comp6141_c0_seq1_m.2139	0	414	0
comp6142_c0_seq1_m.23042	1	1479	0.000676132521974307
comp6144_c0_seq1_m.26846	0	867	0
comp6144_c1_seq1_m.26847	3	1143	0.0026246719160105
comp6146_c0_seq1_m.2141	11	2235	0.00492170022371365
comp6147_c0_seq1_m.2143	18	780	0.0230769230769231
comp6147_c0_seq1_m.2144	1	342	0.00292397660818713
comp6148_c0_seq1_m.2145	2	297	0.00673400673400673
comp6151_c0_seq1_m.2146	3	840	0.00357142857142857
comp6153_c0_seq1_m.2147	2	801	0.00249687890137328
comp6153_c0_seq1_m.2148	0	312	0
comp6155_c0_seq1_m.33859	19	1404	0.0135327635327635
comp61596_c0_seq1_m.11830	1	486	0.00205761316872428
comp61626_c0_seq1_m.11831	23	1410	0.0163120567375887
comp6164_c0_seq1_m.2150	0	324	0
comp61669_c0_seq1_m.11832	1	684	0.00146198830409357
comp6166_c0_seq1_m.2151	21	1524	0.0137795275590551
comp6167_c0_seq1_m.2152	0	639	0
comp61681_c0_seq1_m.11833	0	360	0
comp6168_c0_seq1_m.2153	3	1734	0.00173010380622837
comp6169_c0_seq1_m.2155	2	1092	0.00183150183150183
comp616_c1_seq1_m.33421	0	363	0
comp6170_c0_seq1_m.20681	1	333	0.003003003003003
comp6173_c0_seq2_m.16117	4	465	0.00860215053763441
comp61748_c0_seq1_m.11835	0	2121	0
comp6174_c0_seq1_m.36118	0	729	0
comp6174_c1_seq1_m.36119	0	852	0
comp6176_c0_seq1_m.2156	0	1743	0
comp6177_c0_seq1_m.32411	2	333	0.00600600600600601
comp6179_c0_seq1_m.2157	1	1080	0.000925925925925926
comp6180_c0_seq1_m.2158	0	516	0
comp6181_c0_seq1_m.2159	0	1341	0
comp6183_c0_seq1_m.16159	7	795	0.00880503144654088
comp6183_c1_seq1_m.16160	21	750	0.028
comp6184_c0_seq1_m.2160	0	1575	0
comp6185_c0_seq1_m.2161	1	1608	0.000621890547263682
comp6189_c0_seq2_m.30478	2	1242	0.00161030595813205
comp6191_c0_seq1_m.2164	9	375	0.024
comp6193_c0_seq1_m.2165	2	1020	0.00196078431372549
comp6195_c0_seq1_m.2166	5	1698	0.00294464075382803
comp6196_c0_seq1_m.2167	0	1317	0
comp6197_c0_seq1_m.2168	11	711	0.0154711673699015
comp6200_c0_seq1_m.2170	10	507	0.019723865877712
comp6201_c0_seq1_m.2171	0	408	0
comp6203_c0_seq1_m.17863	6	951	0.00630914826498423
comp6204_c0_seq1_m.2173	0	834	0
comp6205_c0_seq1_m.2175	0	312	0
comp6208_c0_seq1_m.2176	10	906	0.011037527593819
comp6210_c0_seq1_m.2177	0	315	0
comp6218_c0_seq1_m.2179	13	1221	0.0106470106470106
comp6219_c0_seq1_m.2180	0	1077	0
comp6224_c0_seq1_m.2181	7	723	0.00968188105117566
comp6225_c0_seq1_m.2182	0	525	0
comp6226_c0_seq1_m.2183	2	1095	0.00182648401826484
comp6227_c0_seq1_m.2184	1	2364	0.000423011844331641
comp6228_c0_seq1_m.2187	1	411	0.0024330900243309
comp6229_c0_seq1_m.2188	7	993	0.00704934541792548
comp6232_c0_seq1_m.2189	4	342	0.0116959064327485
comp62373_c0_seq1_m.11840	1	2715	0.000368324125230203
comp6237_c0_seq1_m.38515	0	1431	0
comp6238_c0_seq1_m.2190	5	579	0.00863557858376511
comp6239_c0_seq1_m.2192	34	2613	0.0130118637581324
comp6240_c0_seq1_m.2194	0	2772	0
comp6241_c0_seq1_m.30940	0	1521	0
comp6241_c1_seq1_m.30941	1	1683	0.0005941770647653
comp6243_c0_seq1_m.19389	1	2055	0.00048661800486618
comp6247_c0_seq1_m.2196	0	771	0
comp6248_c0_seq1_m.2197	11	1044	0.010536398467433
comp62492_c0_seq1_m.11843	1	1212	0.000825082508250825
comp6250_c0_seq1_m.2199	0	918	0
comp6251_c0_seq1_m.2200	1	1149	0.000870322019147084
comp6251_c0_seq1_m.2201	1	690	0.00144927536231884
comp6252_c0_seq1_m.27315	0	339	0
comp6252_c0_seq2_m.27316	27	651	0.0414746543778802
comp6255_c0_seq1_m.2203	1	990	0.00101010101010101
comp6256_c0_seq1_m.22514	0	1155	0
comp6260_c0_seq1_m.35668	4	1668	0.00239808153477218
comp6260_c1_seq1_m.35669	4	642	0.00623052959501558
comp6262_c0_seq1_m.2207	2	1929	0.00103680663556247
comp6263_c0_seq1_m.31027	2	1167	0.00171379605826907
comp6265_c0_seq1_m.2210	2	1317	0.00151860288534548
comp6273_c0_seq1_m.2212	12	885	0.0135593220338983
comp6274_c0_seq1_m.20170	24	1431	0.0167714884696017
comp6277_c0_seq1_m.2214	9	2031	0.00443131462333826
comp6278_c0_seq1_m.2217	9	2007	0.00448430493273543
comp6281_c0_seq1_m.2219	11	1464	0.00751366120218579
comp6283_c0_seq1_m.2220	3	1188	0.00252525252525253
comp6286_c0_seq1_m.2221	6	1350	0.00444444444444444
comp6286_c0_seq1_m.2222	14	303	0.0462046204620462
comp6289_c0_seq1_m.26154	13	882	0.0147392290249433
comp6290_c0_seq1_m.2223	1	885	0.00112994350282486
comp62923_c0_seq1_m.11845	1	1320	0.000757575757575758
comp62924_c0_seq1_m.11848	1	324	0.00308641975308642
comp6292_c0_seq1_m.2224	0	2025	0
comp6293_c0_seq1_m.2226	10	1113	0.00898472596585804
comp62950_c0_seq1_m.11849	25	420	0.0595238095238095
comp62956_c0_seq1_m.11851	2	450	0.00444444444444444
comp62956_c0_seq1_m.11852	7	309	0.0226537216828479
comp6295_c0_seq1_m.2227	29	870	0.0333333333333333
comp6295_c0_seq1_m.2228	1	306	0.00326797385620915
comp6298_c0_seq1_m.2229	0	300	0
comp629_c0_seq1_m.182	28	696	0.0402298850574713
comp63012_c0_seq1_m.11853	11	330	0.0333333333333333
comp6301_c0_seq1_m.2231	1	900	0.00111111111111111
comp6303_c1_seq1_m.18245	8	921	0.00868621064060804
comp6304_c0_seq1_m.2232	1	894	0.00111856823266219
comp6305_c0_seq1_m.2233	1	561	0.0017825311942959
comp6306_c0_seq2_m.28320	1	564	0.00177304964539007
comp6307_c0_seq1_m.2234	0	825	0
comp63089_c0_seq1_m.11855	34	1719	0.0197789412449098
comp6308_c0_seq1_m.2236	0	456	0
comp63099_c0_seq1_m.11856	6	495	0.0121212121212121
comp6309_c0_seq1_m.2237	7	618	0.0113268608414239
comp63105_c0_seq1_m.11857	5	861	0.00580720092915215
comp6310_c0_seq1_m.2238	5	669	0.00747384155455904
comp6312_c0_seq1_m.2239	2	573	0.00349040139616056
comp6313_c1_seq1_m.33352	0	594	0
comp6314_c0_seq1_m.32608	5	441	0.0113378684807256
comp6315_c0_seq1_m.2241	21	1743	0.0120481927710843
comp63163_c0_seq1_m.11862	23	1596	0.0144110275689223
comp6316_c0_seq1_m.2242	0	2157	0
comp6316_c0_seq1_m.2243	1	1296	0.000771604938271605
comp6318_c0_seq1_m.36087	34	2862	0.0118798043326345
comp63196_c0_seq1_m.11863	8	1800	0.00444444444444444
comp631_c0_seq1_m.184	0	1311	0
comp6321_c0_seq1_m.18133	0	507	0
comp6322_c0_seq1_m.2246	33	3291	0.0100273473108478
comp6322_c0_seq1_m.2247	11	588	0.0187074829931973
comp6323_c0_seq1_m.2249	1	1056	0.000946969696969697
comp6324_c0_seq1_m.2250	5	3255	0.00153609831029186
comp6326_c0_seq1_m.2251	52	1596	0.0325814536340852
comp6329_c0_seq1_m.34833	1	774	0.00129198966408269
comp632_c0_seq1_m.185	0	432	0
comp63303_c0_seq1_m.11868	0	312	0
comp63321_c0_seq1_m.11870	4	1245	0.00321285140562249
comp6332_c0_seq1_m.19098	12	672	0.0178571428571429
comp6333_c0_seq1_m.2256	1	642	0.00155763239875389
comp63341_c0_seq1_m.11871	4	996	0.00401606425702811
comp6334_c0_seq1_m.2257	0	1320	0
comp63356_c0_seq1_m.11872	2	402	0.00497512437810945
comp63365_c0_seq1_m.11873	11	627	0.0175438596491228
comp6336_c0_seq1_m.37322	0	381	0
comp6337_c0_seq1_m.2260	5	639	0.00782472613458529
comp63382_c0_seq1_m.11874	20	1431	0.0139762403913347
comp63383_c0_seq1_m.11875	4	564	0.00709219858156028
comp6338_c0_seq1_m.2262	0	369	0
comp63418_c0_seq1_m.11876	12	1650	0.00727272727272727
comp63449_c0_seq1_m.11878	2	825	0.00242424242424242
comp6344_c0_seq1_m.25511	4	870	0.00459770114942529
comp6344_c1_seq1_m.25513	1	312	0.00320512820512821
comp6345_c0_seq1_m.2265	0	1503	0
comp6345_c0_seq1_m.2266	0	381	0
comp6347_c0_seq1_m.2267	0	525	0
comp63495_c0_seq1_m.11880	3	351	0.00854700854700855
comp6350_c1_seq1_m.16139	4	1794	0.00222965440356745
comp6351_c0_seq1_m.39276	2	924	0.00216450216450216
comp6351_c0_seq1_m.39278	1	339	0.00294985250737463
comp63536_c0_seq1_m.11882	1	1038	0.000963391136801541
comp6353_c0_seq1_m.2270	0	507	0
comp6354_c0_seq1_m.26445	6	2067	0.00290275761973875
comp6355_c0_seq1_m.2271	1	453	0.0022075055187638
comp6357_c0_seq1_m.2272	0	1170	0
comp6358_c0_seq1_m.2273	10	2991	0.00334336342360415
comp6358_c0_seq1_m.2274	7	1929	0.00362882322446864
comp6359_c0_seq1_m.2277	0	1239	0
comp6360_c0_seq1_m.2279	12	1455	0.00824742268041237
comp6362_c0_seq1_m.2281	0	459	0
comp6363_c0_seq1_m.20285	3	738	0.0040650406504065
comp6364_c0_seq1_m.2282	0	483	0
comp6366_c0_seq1_m.36702	4	330	0.0121212121212121
comp63683_c0_seq1_m.11883	0	1521	0
comp63697_c0_seq1_m.11884	1	1272	0.000786163522012579
comp6370_c0_seq1_m.2286	2	507	0.00394477317554241
comp6371_c0_seq1_m.2287	10	1437	0.0069589422407794
comp6373_c0_seq1_m.2290	0	957	0
comp6374_c0_seq2_m.21391	0	507	0
comp6375_c0_seq1_m.2291	0	708	0
comp6378_c0_seq1_m.2294	6	636	0.00943396226415094
comp6380_c0_seq1_m.2295	0	567	0
comp6382_c0_seq1_m.2296	1	507	0.0019723865877712
comp6385_c0_seq1_m.34332	3	525	0.00571428571428571
comp6386_c0_seq1_m.2297	7	1062	0.00659133709981168
comp6387_c0_seq1_m.16359	8	363	0.0220385674931129
comp6390_c0_seq1_m.2298	6	885	0.00677966101694915
comp6393_c0_seq1_m.2300	9	1236	0.00728155339805825
comp6394_c1_seq1_m.39083	16	999	0.016016016016016
comp6399_c0_seq1_m.19768	0	825	0
comp6400_c0_seq1_m.2301	0	789	0
comp6401_c0_seq1_m.39116	16	564	0.0283687943262411
comp64024_c0_seq1_m.11888	13	810	0.0160493827160494
comp6402_c0_seq1_m.2302	2	1392	0.0014367816091954
comp6403_c0_seq1_m.2303	12	1467	0.0081799591002045
comp6405_c0_seq1_m.2304	6	912	0.00657894736842105
comp6411_c0_seq1_m.2308	71	1431	0.0496156533892383
comp64144_c0_seq1_m.11889	6	1170	0.00512820512820513
comp6418_c0_seq1_m.2310	3	543	0.00552486187845304
comp64193_c0_seq1_m.11890	10	987	0.0101317122593718
comp64216_c0_seq1_m.11891	23	753	0.0305444887118194
comp6422_c0_seq1_m.2311	3	498	0.00602409638554217
comp6423_c0_seq1_m.34171	1	1119	0.000893655049151028
comp6425_c0_seq1_m.36546	1	1122	0.00089126559714795
comp6426_c0_seq1_m.29079	25	1392	0.0179597701149425
comp6430_c0_seq1_m.2313	1	447	0.00223713646532438
comp6431_c0_seq1_m.2314	1	585	0.00170940170940171
comp6435_c0_seq1_m.2315	13	789	0.0164765525982256
comp6436_c0_seq1_m.15331	0	477	0
comp6438_c0_seq1_m.2317	4	348	0.0114942528735632
comp64391_c0_seq1_m.11893	5	1125	0.00444444444444444
comp6442_c0_seq1_m.2319	4	717	0.00557880055788006
comp6443_c0_seq1_m.39283	5	486	0.0102880658436214
comp6444_c0_seq1_m.2320	0	1260	0
comp64456_c0_seq1_m.11894	0	438	0
comp6447_c0_seq1_m.2321	2	402	0.00497512437810945
comp6449_c0_seq1_m.2322	1	309	0.00323624595469256
comp6451_c0_seq1_m.2325	0	708	0
comp6452_c0_seq1_m.2326	12	1356	0.00884955752212389
comp6453_c0_seq1_m.25770	0	1452	0
comp6455_c0_seq1_m.21178	20	612	0.0326797385620915
comp6455_c1_seq1_m.21179	8	492	0.016260162601626
comp6456_c0_seq1_m.2327	0	468	0
comp6457_c0_seq1_m.2328	4	2736	0.00146198830409357
comp6458_c0_seq1_m.18175	80	1941	0.0412158681092221
comp6463_c0_seq1_m.25194	0	1014	0
comp6464_c0_seq1_m.2330	5	339	0.0147492625368732
comp6470_c0_seq1_m.2331	0	435	0
comp6471_c0_seq1_m.2333	1	1521	0.000657462195923734
comp6472_c0_seq1_m.27368	0	561	0
comp6472_c0_seq2_m.27369	0	303	0
comp6473_c0_seq1_m.2334	1	441	0.00226757369614512
comp6474_c0_seq1_m.17458	0	774	0
comp647_c0_seq1_m.187	1	639	0.00156494522691706
comp647_c0_seq1_m.188	1	549	0.00182149362477231
comp6480_c0_seq1_m.2335	5	720	0.00694444444444444
comp6481_c0_seq1_m.2336	3	1077	0.00278551532033426
comp6482_c0_seq1_m.23571	1	1008	0.000992063492063492
comp6483_c0_seq1_m.24330	7	1086	0.00644567219152855
comp6483_c1_seq1_m.24327	0	513	0
comp6484_c0_seq1_m.2337	1	303	0.0033003300330033
comp6486_c0_seq1_m.2339	5	540	0.00925925925925926
comp6491_c0_seq1_m.2341	5	660	0.00757575757575758
comp6493_c0_seq1_m.2342	6	855	0.00701754385964912
comp6494_c0_seq1_m.2343	0	1056	0
comp6495_c0_seq1_m.2344	1	711	0.00140646976090014
comp6496_c0_seq1_m.2345	6	519	0.0115606936416185
comp6498_c0_seq1_m.38119	0	960	0
comp6499_c0_seq1_m.2346	0	645	0
comp64_c0_seq1_m.34952	0	420	0
comp64_c1_seq1_m.34954	1	318	0.00314465408805031
comp6500_c0_seq1_m.16556	1	1152	0.000868055555555556
comp6500_c0_seq2_m.16557	1	1200	0.000833333333333333
comp6502_c0_seq1_m.2347	5	945	0.00529100529100529
comp65031_c0_seq1_m.11895	14	1443	0.0097020097020097
comp65037_c0_seq1_m.11897	0	1317	0
comp6504_c0_seq1_m.18174	0	351	0
comp6505_c0_seq1_m.2348	0	1131	0
comp65067_c0_seq1_m.11900	1	537	0.00186219739292365
comp65095_c0_seq1_m.11901	13	1272	0.0102201257861635
comp6512_c0_seq1_m.2350	0	831	0
comp65133_c0_seq1_m.11903	4	1101	0.0036330608537693
comp6514_c0_seq1_m.2351	4	447	0.00894854586129754
comp6515_c0_seq1_m.2354	0	321	0
comp65162_c0_seq1_m.11905	1	750	0.00133333333333333
comp6517_c0_seq1_m.2355	3	1665	0.0018018018018018
comp6520_c0_seq1_m.2357	3	1467	0.00204498977505112
comp6520_c0_seq1_m.2358	1	489	0.00204498977505112
comp6520_c0_seq1_m.2359	3	387	0.00775193798449612
comp65225_c0_seq1_m.11907	7	897	0.00780379041248606
comp65227_c0_seq1_m.11908	4	576	0.00694444444444444
comp6522_c0_seq1_m.2361	1	369	0.002710027100271
comp6527_c0_seq1_m.2363	12	771	0.0155642023346304
comp6529_c0_seq1_m.2364	2	1260	0.00158730158730159
comp652_c0_seq1_m.192	0	468	0
comp6530_c0_seq1_m.2365	9	2280	0.00394736842105263
comp65310_c0_seq1_m.11911	2	570	0.00350877192982456
comp6531_c0_seq1_m.2366	0	732	0
comp6533_c0_seq1_m.38202	13	2088	0.00622605363984674
comp65349_c0_seq1_m.11914	7	1002	0.00698602794411178
comp6534_c0_seq1_m.29077	3	1701	0.0017636684303351
comp6534_c1_seq1_m.29078	2	570	0.00350877192982456
comp65355_c0_seq1_m.11915	7	1059	0.00661000944287063
comp6536_c0_seq1_m.2368	15	1038	0.0144508670520231
comp6537_c0_seq1_m.2369	14	1014	0.0138067061143984
comp6538_c0_seq1_m.2370	0	846	0
comp6539_c0_seq1_m.28273	0	1593	0
comp6540_c0_seq1_m.2371	13	1344	0.00967261904761905
comp6541_c0_seq1_m.2372	0	828	0
comp65423_c0_seq1_m.11919	5	531	0.00941619585687382
comp6542_c0_seq1_m.25416	1	345	0.00289855072463768
comp65434_c0_seq1_m.11920	0	297	0
comp6544_c0_seq1_m.2373	12	843	0.0142348754448399
comp65451_c0_seq1_m.11922	0	1008	0
comp6545_c0_seq1_m.2374	2	1689	0.00118413262285376
comp65468_c0_seq1_m.11923	23	873	0.0263459335624284
comp65475_c0_seq1_m.11924	7	999	0.00700700700700701
comp6548_c0_seq1_m.2376	4	522	0.00766283524904215
comp6548_c0_seq1_m.2377	1	357	0.00280112044817927
comp654_c0_seq1_m.193	35	402	0.0870646766169154
comp6550_c0_seq1_m.2380	0	372	0
comp6551_c0_seq1_m.2381	1	1104	0.000905797101449275
comp6553_c0_seq1_m.2382	3	1407	0.00213219616204691
comp6554_c0_seq1_m.2383	8	663	0.0120663650075415
comp6555_c0_seq1_m.2384	6	906	0.00662251655629139
comp65564_c0_seq1_m.11925	4	414	0.00966183574879227
comp65566_c0_seq1_m.11926	16	1584	0.0101010101010101
comp6556_c0_seq1_m.2385	1	798	0.0012531328320802
comp6557_c1_seq1_m.29574	45	1236	0.0364077669902913
comp6558_c0_seq1_m.2386	4	1143	0.00349956255468067
comp65605_c0_seq1_m.11927	14	633	0.0221169036334913
comp65608_c0_seq1_m.11928	0	1038	0
comp65611_c0_seq1_m.11930	0	1431	0
comp6561_c0_seq1_m.2388	0	1515	0
comp6561_c0_seq1_m.2391	0	309	0
comp65620_c0_seq1_m.11932	12	1263	0.00950118764845606
comp6562_c0_seq1_m.2392	6	732	0.00819672131147541
comp6564_c0_seq1_m.2395	10	1578	0.00633713561470215
comp6566_c0_seq1_m.2397	0	1608	0
comp6566_c0_seq1_m.2398	1	633	0.00157977883096367
comp6567_c0_seq1_m.34737	14	354	0.0395480225988701
comp6570_c0_seq1_m.16353	0	300	0
comp6570_c1_seq1_m.16354	4	351	0.0113960113960114
comp6571_c0_seq1_m.32848	7	1104	0.00634057971014493
comp65744_c0_seq1_m.11933	10	378	0.0264550264550265
comp65748_c0_seq1_m.11934	8	1083	0.00738688827331487
comp65764_c0_seq1_m.11935	7	390	0.0179487179487179
comp6578_c0_seq1_m.2402	0	597	0
comp6579_c0_seq1_m.30767	0	666	0
comp65808_c0_seq1_m.11936	0	318	0
comp65809_c0_seq1_m.11937	0	435	0
comp6582_c0_seq1_m.21918	1	1575	0.000634920634920635
comp6582_c1_seq1_m.21919	0	564	0
comp6584_c0_seq1_m.2405	12	1086	0.0110497237569061
comp6585_c0_seq1_m.2406	1	1320	0.000757575757575758
comp6586_c0_seq1_m.2408	3	390	0.00769230769230769
comp6587_c0_seq1_m.38510	0	357	0
comp6587_c0_seq3_m.38511	5	1251	0.00399680255795364
comp6588_c0_seq1_m.2409	0	1248	0
comp658_c0_seq1_m.194	4	312	0.0128205128205128
comp6590_c0_seq1_m.2411	9	753	0.0119521912350598
comp6594_c0_seq1_m.2416	1	1476	0.000677506775067751
comp6595_c0_seq3_m.19981	5	1092	0.00457875457875458
comp6596_c0_seq1_m.28576	18	1611	0.0111731843575419
comp6596_c0_seq1_m.28578	13	300	0.0433333333333333
comp6597_c0_seq1_m.2417	2	1140	0.00175438596491228
comp6601_c0_seq2_m.34540	5	918	0.00544662309368192
comp6604_c0_seq1_m.2424	1	453	0.0022075055187638
comp6604_c0_seq1_m.2425	1	300	0.00333333333333333
comp66069_c0_seq1_m.11941	8	1161	0.00689061154177433
comp6608_c0_seq1_m.2426	24	510	0.0470588235294118
comp6613_c0_seq1_m.2428	6	1107	0.00542005420054201
comp6615_c0_seq1_m.2430	22	879	0.025028441410694
comp66171_c0_seq1_m.11943	0	765	0
comp6617_c0_seq1_m.24636	1	546	0.00183150183150183
comp6617_c1_seq1_m.24637	4	429	0.00932400932400932
comp6618_c0_seq1_m.2431	3	930	0.0032258064516129
comp6621_c0_seq1_m.26982	0	498	0
comp6621_c1_seq1_m.26983	8	306	0.0261437908496732
comp6622_c0_seq2_m.17567	1	2553	0.000391696043869957
comp6625_c0_seq1_m.20720	2	486	0.00411522633744856
comp6626_c0_seq1_m.2432	1	579	0.00172711571675302
comp6627_c0_seq1_m.2433	5	702	0.00712250712250712
comp6629_c1_seq1_m.2435	4	732	0.00546448087431694
comp66303_c0_seq1_m.11945	26	666	0.039039039039039
